VBELN,LFSTK,FKSTK,GBSTK,ABSTK,LFGSK,FKIVK,UVALL,CMGST
0001011514,B,C,A,,B,,,
0001011515,B,C,B,,B,,,
0001011516,C,C,C,,B,,,
0001011517,C,B,A,,C,,,A
0001011518,A,B,B,,A,,,
0001011519,B,C,C,,B,,,A
0001011520,A,B,A,,A,,,
0001011521,B,B,B,,B,,,
0001011522,C,A,C,,C,,,A
0001011523,B,C,A,,B,,,B
0001011524,B,C,A,,B,,,A
0001011525,A,B,C,,B,,,
0001011526,B,B,A,,A,,,
0001011527,B,B,A,,A,,,
0001011528,A,C,B,,A,,,A
0001011529,A,A,C,,B,,,
0001011530,B,B,A,,A,,,
0001011531,B,A,B,,C,,,
0001011532,C,A,A,,C,,,A
0001011533,A,B,A,,C,,,
0001011534,A,A,B,,B,,,
0001011535,B,C,B,,A,,,
0001011536,A,C,A,,B,,,A
0001011537,C,B,B,,A,,,
0001011538,B,B,C,,B,,,
0001011539,C,C,A,,A,,,
0001011540,C,B,A,,A,,,
0001011541,B,C,C,,B,,,A
0001011542,B,B,A,,B,,,
0001011543,C,B,A,,B,,,
0001011544,A,B,B,,A,,,
0001011545,B,C,A,,A,,,A
0001011546,B,B,A,,A,,,B
0001011547,A,B,C,,A,,,
0001011548,B,B,A,,B,,,
0001011549,B,A,B,,B,,,A
0001011550,A,B,C,,B,,,B
0001011551,A,C,A,,B,,,A
0001011552,B,B,A,,B,,,
0001011553,B,C,C,,A,,,
0001011554,B,B,C,,A,,,
0001011555,C,C,C,,B,,,B
0001011556,B,A,B,,A,,,A
0001011557,A,B,B,,B,,,A
0001011558,C,B,B,,B,,,A
0001011559,B,B,A,,A,,,
0001011560,B,B,B,,C,,,
0001011561,A,B,A,,C,,,A
0001011562,A,C,A,,A,,,A
0001011563,B,A,B,,B,,,B
0001011564,A,C,B,,B,,,
0001011565,B,B,A,,C,,,B
0001011566,C,B,A,,B,,,
0001011567,C,A,A,,B,,,
0001011568,C,C,B,,B,,,
0001011569,A,C,C,,A,,,A
0001011570,A,C,B,,B,,,
0001011571,B,B,B,,A,,,
0001011572,A,B,C,,B,,,
0001011573,B,B,B,,C,,,A
0001011574,B,A,C,,B,,,A
0001011575,A,B,B,,B,,,
0001011576,B,B,B,,A,,,B
0001011577,A,B,A,,B,,,
0001011578,A,B,A,,B,,,A
0001011579,C,A,C,,A,,,
0001011580,B,C,A,,B,,,
0001011581,A,B,B,,A,,,A
0001011582,A,B,B,,A,,,
0001011583,B,B,B,,B,,,
0001011584,B,B,A,,A,,,B
0001011585,B,B,A,,A,,,A
0001011586,A,A,B,,B,,,
0001011587,A,B,B,,C,,,
0001011588,B,C,B,,A,,,A
0001011589,B,B,C,,A,,,
0001011590,B,C,A,,B,,,B
0001011591,B,C,A,,B,,,A
0001011592,B,A,B,,B,,,A
0001011593,A,C,C,,B,,,
0001011594,B,B,B,,C,,,
0001011595,B,A,A,,B,,,B
0001011596,A,B,B,,A,,,
0001011597,B,A,A,,A,,,
0001011598,A,C,A,,B,,,A
0001011599,A,B,A,,B,,,A
0001011600,B,C,B,,A,,,
0001011601,C,C,A,,B,,,A
0001011602,B,A,B,,B,,,B
0001011603,A,B,C,,B,,,B
0001011604,C,C,A,,B,,,
0001011605,B,A,A,,C,,,B
0001011606,A,C,B,,A,,,
0001011607,B,B,B,,A,,,B
0001011608,B,B,B,,B,,,A
0001011609,B,B,C,,B,,,
0001011610,B,A,C,,A,,,
0001011611,C,B,A,,A,,,B
0001011612,B,A,A,,B,,,
0001011613,A,C,C,,A,,,
0001011614,C,B,A,,B,,,
0001011615,B,A,A,,B,,,
0001011616,B,A,C,,B,,,
0001011617,C,B,A,,A,,,A
0001011618,B,A,B,,B,,,
0001011619,A,B,A,,A,,,
0001011620,C,A,C,,C,,,
0001011621,A,A,B,,B,,,A
0001011622,C,A,B,,B,,,
0001011623,B,B,B,,C,,,
0001011624,B,B,C,,B,,,
0001011625,C,C,C,,C,,,A
0001011626,B,C,B,,A,,,
0001011627,B,B,C,,A,,,
0001011628,A,C,C,,A,,,
0001011629,B,B,A,,B,,,B
0001011630,B,C,A,,C,,,
0001011631,B,C,B,,A,,,A
0001011632,B,A,C,,A,,,B
0001011633,B,B,A,,B,,,
0001011634,A,A,C,,B,,,
0001011635,B,C,A,,B,,,A
0001011636,C,B,C,,B,,,B
0001011637,B,A,C,,B,,,
0001011638,A,B,B,,A,,,B
0001011639,B,C,C,,A,,,A
0001011640,A,C,B,,B,,,A
0001011641,B,B,C,,C,,,B
0001011642,B,C,C,,C,,,
0001011643,B,A,A,,A,,,
0001011644,C,A,A,,C,,,
0001011645,B,B,B,,A,,,A
0001011646,C,C,A,,B,,,A
0001011647,B,C,C,,A,,,
0001011648,B,B,B,,B,,,A
0001011649,C,A,A,,C,,,A
0001011650,C,B,A,,C,,,
0001011651,A,B,C,,C,,,
0001011652,A,C,A,,B,,,A
0001011653,A,B,A,,B,,,
0001011654,C,B,B,,B,,,
0001011655,B,C,A,,B,,,
0001011656,C,C,A,,A,,,A
0001011657,A,B,B,,A,,,
0001011658,A,C,A,,B,,,B
0001011659,B,A,B,,A,,,
0001011660,A,B,A,,C,,,
0001011661,B,B,B,,A,,,A
0001011662,B,C,B,,A,,,
0001011663,B,C,B,,B,,,A
0001011664,B,C,A,,C,,,
0001011665,C,C,B,,B,,,
0001011666,A,A,B,,C,,,
0001011667,C,B,C,,B,,,
0001011668,A,B,B,,B,,,A
0001011669,A,B,B,,B,,,
0001011670,B,B,C,,B,,,A
0001011671,B,A,A,,A,,,B
0001011672,B,B,A,,B,,,
0001011673,B,B,B,,C,,,
0001011674,B,C,A,,A,,,A
0001011675,C,B,C,,B,,,
0001011676,B,B,C,,B,,,
0001011677,B,B,B,,B,,,A
0001011678,B,A,B,,C,,,A
0001011679,A,A,B,,B,,,A
0001011680,B,B,A,,B,,,
0001011681,C,B,B,,C,,,
0001011682,C,B,A,,B,,,B
0001011683,B,B,B,,C,,,
0001011684,A,B,A,,B,,,
0001011685,C,C,A,,C,,,
0001011686,A,A,A,,C,,,
0001011687,B,B,A,,B,,,
0001011688,A,B,C,,B,,,B
0001011689,C,B,C,,C,,,A
0001011690,B,C,A,,A,,,
0001011691,B,C,C,,B,,,A
0001011692,A,A,A,,B,,,A
0001011693,A,B,C,,A,,,
0001011694,B,A,B,,B,,,
0001011695,B,C,A,,B,,,
0001011696,B,C,A,,A,,,
0001011697,C,C,A,,C,,,
0001011698,A,C,A,,A,,,
0001011699,B,A,A,,B,,,A
0001011700,B,C,A,,B,,,B
0001011701,C,B,B,,A,,,A
0001011702,A,A,B,,B,,,
0001011703,C,C,A,,C,,,
0001011704,B,C,A,,B,,,
0001011705,B,B,B,,B,,,B
0001011706,C,C,B,,A,,,
0001011707,C,B,B,,B,,,
0001011708,B,A,B,,B,,,B
0001011709,A,B,C,,A,,,A
0001011710,B,C,B,,B,,,B
0001011711,B,B,A,,A,,,B
0001011712,A,A,A,,A,,,
0001011713,A,A,A,,A,,,B
0001011714,A,C,A,,A,,,
0001011715,B,B,A,,A,,,B
0001011716,B,B,B,,B,,,A
0001011717,B,B,B,,A,,,
0001011718,A,B,A,,A,,,
0001011719,A,C,A,,B,,,A
0001011720,B,B,B,,B,,,
0001011721,B,B,B,,B,,,
0001011722,A,C,C,,A,,,
0001011723,B,C,B,,A,,,A
0001011724,B,B,C,,B,,,
0001011725,A,B,A,,C,,,
0001011726,A,A,C,,B,,,A
0001011727,C,C,B,,C,,,
0001011728,B,B,A,,A,,,A
0001011729,B,C,B,,C,,,
0001011730,A,A,B,,C,,,
0001011731,B,B,C,,B,,,
0001011732,A,C,B,,C,,,
0001011733,A,B,A,,B,,,B
0001011734,C,B,B,,A,,,B
0001011735,B,A,A,,B,,,A
0001011736,B,C,A,,A,,,A
0001011737,B,A,A,,C,,,B
0001011738,C,C,A,,A,,,B
0001011739,B,A,A,,B,,,
0001011740,A,C,C,,B,,,
0001011741,B,A,B,,A,,,A
0001011742,B,C,B,,B,,,A
0001011743,B,B,B,,A,,,A
0001011744,C,A,B,,A,,,
0001011745,B,B,A,,A,,,B
0001011746,B,A,A,,A,,,A
0001011747,B,B,A,,A,,,B
0001011748,B,B,A,,C,,,B
0001011749,C,C,A,,A,,,
0001011750,B,C,A,,B,,,A
0001011751,B,B,B,,C,,,
0001011752,B,B,A,,A,,,
0001011753,C,B,B,,B,,,
0001011754,A,B,A,,A,,,A
0001011755,B,B,A,,C,,,
0001011756,C,B,A,,B,,,B
0001011757,A,B,A,,B,,,B
0001011758,B,C,B,,A,,,
0001011759,B,A,C,,B,,,A
0001011760,B,B,C,,A,,,
0001011761,C,A,A,,A,,,A
0001011762,B,C,B,,C,,,
0001011763,C,B,C,,A,,,
0001011764,A,B,B,,B,,,A
0001011765,B,B,A,,A,,,
0001011766,A,C,C,,A,,,A
0001011767,A,B,A,,A,,,A
0001011768,A,A,C,,A,,,A
0001011769,B,A,A,,C,,,B
0001011770,B,B,C,,B,,,
0001011771,B,B,A,,B,,,
0001011772,B,B,B,,C,,,
0001011773,B,A,B,,B,,,
0001011774,B,B,B,,A,,,B
0001011775,B,B,B,,B,,,
0001011776,B,C,A,,B,,,
0001011777,B,C,B,,A,,,B
0001011778,B,B,A,,B,,,
0001011779,B,C,A,,B,,,A
0001011780,C,B,B,,B,,,A
0001011781,B,B,C,,A,,,
0001011782,B,B,C,,C,,,
0001011783,B,C,B,,A,,,B
0001011784,B,C,B,,B,,,
0001011785,B,B,B,,B,,,
0001011786,B,A,C,,B,,,
0001011787,C,A,A,,B,,,B
0001011788,B,A,A,,B,,,B
0001011789,C,B,C,,C,,,
0001011790,A,A,A,,C,,,
0001011791,B,A,C,,A,,,A
0001011792,B,B,A,,A,,,
0001011793,B,C,A,,B,,,
0001011794,C,B,C,,A,,,
0001011795,B,C,A,,A,,,
0001011796,B,C,B,,C,,,
0001011797,A,A,A,,B,,,
0001011798,A,B,A,,C,,,
0001011799,B,C,A,,B,,,A
0001011800,B,B,C,,B,,,
0001011801,A,C,C,,C,,,
0001011802,C,C,B,,B,,,A
0001011803,A,A,A,,A,,,A
0001011804,A,B,B,,B,,,B
0001011805,B,B,A,,A,,,
0001011806,A,B,B,,B,,,
0001011807,C,B,B,,B,,,A
0001011808,C,A,B,,B,,,A
0001011809,A,B,B,,B,,,
0001011810,A,A,B,,B,,,A
0001011811,B,C,A,,B,,,
0001011812,B,A,A,,C,,,
0001011813,B,B,B,,B,,,
0001011814,B,A,A,,C,,,
0001011815,A,C,A,,B,,,
0001011816,B,A,C,,C,,,
0001011817,C,B,B,,A,,,
0001011818,A,C,A,,B,,,
0001011819,B,C,B,,A,,,
0001011820,A,A,C,,B,,,A
0001011821,C,C,B,,B,,,
0001011822,B,B,C,,B,,,
0001011823,B,C,B,,B,,,
0001011824,A,A,A,,A,,,
0001011825,B,A,A,,C,,,B
0001011826,B,B,B,,A,,,B
0001011827,A,C,B,,B,,,A
0001011828,A,A,A,,A,,,
0001011829,A,C,B,,B,,,
0001011830,A,B,A,,B,,,
0001011831,B,C,A,,B,,,A
0001011832,B,C,B,,B,,,A
0001011833,B,C,A,,B,,,
0001011834,B,A,B,,B,,,B
0001011835,A,B,B,,A,,,B
0001011836,A,B,B,,B,,,B
0001011837,C,C,A,,A,,,
0001011838,C,B,C,,B,,,
0001011839,A,A,A,,B,,,B
0001011840,B,C,C,,B,,,B
0001011841,A,A,B,,B,,,A
0001011842,A,B,A,,A,,,
0001011843,B,A,C,,C,,,
0001011844,B,B,A,,A,,,
0001011845,C,A,C,,B,,,
0001011846,A,B,C,,B,,,A
0001011847,A,A,C,,B,,,A
0001011848,A,A,B,,A,,,
0001011849,B,B,A,,B,,,A
0001011850,A,B,C,,C,,,B
0001011851,A,B,C,,A,,,
0001011852,C,C,A,,B,,,B
0001011853,A,B,A,,B,,,
0001011854,B,C,A,,C,,,A
0001011855,C,C,A,,A,,,A
0001011856,B,C,B,,A,,,A
0001011857,C,A,C,,A,,,
0001011858,B,B,C,,C,,,A
0001011859,B,A,C,,B,,,B
0001011860,B,B,A,,A,,,A
0001011861,A,C,A,,B,,,B
0001011862,B,C,B,,B,,,A
0001011863,B,A,C,,A,,,
0001011864,B,B,C,,C,,,
0001011865,B,A,B,,B,,,A
0001011866,B,B,C,,A,,,
0001011867,A,B,B,,C,,,
0001011868,A,B,A,,C,,,
0001011869,B,A,A,,A,,,
0001011870,B,A,C,,B,,,A
0001011871,C,C,A,,B,,,
0001011872,B,C,A,,B,,,A
0001011873,A,C,C,,B,,,
0001011874,A,B,A,,A,,,A
0001011875,C,B,B,,A,,,A
0001011876,A,C,A,,A,,,A
0001011877,A,A,A,,B,,,
0001011878,C,B,A,,A,,,B
0001011879,A,A,A,,B,,,B
0001011880,A,B,A,,C,,,
0001011881,C,B,C,,C,,,B
0001011882,B,C,C,,A,,,B
0001011883,B,C,B,,B,,,A
0001011884,A,A,A,,B,,,
0001011885,C,B,A,,B,,,B
0001011886,B,C,A,,B,,,
0001011887,A,C,B,,A,,,B
0001011888,C,C,A,,A,,,
0001011889,C,C,B,,B,,,B
0001011890,A,A,B,,A,,,
0001011891,C,B,A,,C,,,A
0001011892,B,C,C,,A,,,
0001011893,B,B,A,,A,,,
0001011894,C,C,A,,C,,,
0001011895,C,C,A,,B,,,
0001011896,B,B,A,,B,,,
0001011897,B,B,A,,A,,,A
0001011898,A,C,C,,B,,,A
0001011899,C,B,C,,C,,,A
0001011900,C,B,C,,C,,,A
0001011901,A,C,B,,B,,,
0001011902,A,A,B,,B,,,A
0001011903,A,B,A,,A,,,
0001011904,C,B,A,,A,,,
0001011905,A,B,A,,B,,,
0001011906,B,B,B,,B,,,
0001011907,B,B,C,,B,,,B
0001011908,B,A,B,,C,,,A
0001011909,B,C,A,,B,,,A
0001011910,A,B,C,,C,,,A
0001011911,C,B,A,,B,,,B
0001011912,B,A,A,,B,,,
0001011913,B,B,A,,C,,,
0001011914,B,B,A,,B,,,A
0001011915,A,B,A,,B,,,
0001011916,A,C,B,,A,,,
0001011917,B,B,C,,B,,,A
0001011918,A,B,B,,B,,,
0001011919,B,B,A,,B,,,
0001011920,B,A,A,,A,,,A
0001011921,A,A,B,,B,,,B
0001011922,B,C,C,,C,,,
0001011923,A,A,A,,B,,,
0001011924,C,B,C,,A,,,
0001011925,B,C,B,,B,,,
0001011926,B,B,B,,B,,,
0001011927,B,B,A,,A,,,
0001011928,B,C,B,,B,,,
0001011929,A,C,A,,B,,,
0001011930,A,C,C,,B,,,
0001011931,B,B,A,,B,,,
0001011932,A,B,B,,A,,,
0001011933,C,C,A,,B,,,
0001011934,B,A,B,,B,,,
0001011935,B,B,C,,C,,,
0001011936,C,B,C,,B,,,A
0001011937,A,B,C,,B,,,
0001011938,A,C,C,,B,,,
0001011939,B,B,A,,B,,,A
0001011940,B,A,C,,B,,,
0001011941,A,B,B,,B,,,
0001011942,B,C,B,,C,,,A
0001011943,A,C,A,,B,,,
0001011944,B,B,A,,B,,,
0001011945,C,C,A,,B,,,
0001011946,A,A,C,,A,,,
0001011947,B,A,C,,A,,,
0001011948,A,B,C,,B,,,A
0001011949,C,C,B,,B,,,
0001011950,B,B,A,,B,,,A
0001011951,C,A,A,,B,,,B
0001011952,C,C,B,,A,,,
0001011953,B,C,B,,B,,,
0001011954,C,B,A,,A,,,
0001011955,A,B,C,,B,,,A
0001011956,B,B,A,,A,,,
0001011957,B,B,C,,A,,,B
0001011958,B,B,A,,B,,,A
0001011959,A,B,A,,B,,,
0001011960,C,C,A,,C,,,B
0001011961,A,B,B,,B,,,
0001011962,B,A,A,,C,,,
0001011963,B,C,C,,A,,,
0001011964,A,B,A,,C,,,B
0001011965,A,B,B,,A,,,
0001011966,B,A,C,,B,,,
0001011967,B,A,C,,B,,,A
0001011968,A,A,C,,B,,,
0001011969,B,B,B,,A,,,
0001011970,B,C,C,,B,,,
0001011971,A,A,C,,A,,,
0001011972,C,B,A,,C,,,
0001011973,B,B,B,,A,,,B
0001011974,A,B,C,,A,,,B
0001011975,A,C,A,,B,,,
0001011976,A,C,C,,C,,,
0001011977,A,C,B,,A,,,B
0001011978,A,A,A,,B,,,
0001011979,A,C,A,,C,,,
0001011980,C,A,C,,B,,,
0001011981,B,B,C,,B,,,
0001011982,A,C,A,,C,,,
0001011983,A,B,A,,B,,,
0001011984,B,A,B,,B,,,A
0001011985,A,B,A,,B,,,A
0001011986,B,B,C,,C,,,B
0001011987,B,C,B,,B,,,
0001011988,B,A,B,,B,,,
0001011989,A,C,B,,B,,,
0001011990,B,B,B,,C,,,A
0001011991,B,B,C,,A,,,A
0001011992,B,B,A,,A,,,
0001011993,B,C,A,,B,,,
0001011994,A,A,B,,A,,,B
0001011995,A,B,A,,B,,,B
0001011996,A,B,C,,B,,,
0001011997,B,B,A,,C,,,
0001011998,B,A,C,,C,,,A
0001011999,A,C,A,,B,,,A
0001012000,C,C,A,,B,,,
0001012001,A,B,B,,A,,,B
0001012002,A,B,A,,A,,,A
0001012003,B,B,A,,B,,,
0001012004,B,C,B,,A,,,B
0001012005,B,B,B,,C,,,
0001012006,A,B,A,,A,,,
0001012007,B,C,A,,A,,,
0001012008,B,B,C,,B,,,
0001012009,A,B,C,,A,,,
0001012010,C,C,A,,B,,,B
0001012011,A,C,A,,B,,,B
0001012012,A,A,B,,B,,,A
0001012013,A,B,C,,B,,,A
0001012014,A,B,B,,B,,,
0001012015,B,C,A,,B,,,
0001012016,B,B,B,,A,,,B
0001012017,B,B,A,,B,,,
0001012018,B,B,A,,A,,,
0001012019,A,B,B,,A,,,
0001012020,B,A,B,,B,,,B
0001012021,C,C,A,,B,,,A
0001012022,A,C,A,,B,,,
0001012023,B,B,A,,B,,,
0001012024,C,A,C,,A,,,B
0001012025,B,A,A,,A,,,A
0001012026,B,B,B,,B,,,
0001012027,C,A,A,,C,,,
0001012028,B,C,C,,B,,,
0001012029,B,C,A,,B,,,B
0001012030,B,A,B,,B,,,
0001012031,B,B,B,,A,,,
0001012032,B,A,A,,B,,,B
0001012033,C,B,A,,A,,,
0001012034,A,A,C,,C,,,B
0001012035,C,B,B,,B,,,A
0001012036,B,B,A,,A,,,A
0001012037,C,A,C,,A,,,
0001012038,B,B,B,,B,,,
0001012039,A,C,C,,B,,,
0001012040,A,C,A,,A,,,
0001012041,A,B,A,,B,,,A
0001012042,C,B,B,,A,,,
0001012043,B,A,A,,C,,,B
0001012044,A,C,A,,B,,,
0001012045,B,C,A,,A,,,A
0001012046,C,A,C,,B,,,
0001012047,B,B,A,,A,,,
0001012048,C,C,C,,B,,,B
0001012049,B,B,B,,B,,,
0001012050,B,B,B,,B,,,
0001012051,B,B,B,,C,,,A
0001012052,C,A,A,,B,,,
0001012053,B,C,C,,C,,,
0001012054,C,C,A,,B,,,
0001012055,B,A,B,,B,,,
0001012056,B,A,A,,C,,,B
0001012057,B,A,C,,C,,,B
0001012058,B,B,C,,C,,,B
0001012059,A,A,A,,B,,,A
0001012060,B,B,A,,B,,,
0001012061,A,A,C,,A,,,B
0001012062,A,B,B,,B,,,B
0001012063,B,A,C,,B,,,
0001012064,A,B,B,,C,,,
0001012065,B,B,C,,C,,,A
0001012066,B,B,C,,B,,,
0001012067,B,A,B,,B,,,A
0001012068,C,B,A,,B,,,B
0001012069,A,B,A,,A,,,B
0001012070,B,B,A,,C,,,B
0001012071,A,B,A,,A,,,
0001012072,B,A,A,,C,,,A
0001012073,C,A,C,,B,,,
0001012074,B,B,B,,B,,,A
0001012075,C,B,C,,A,,,
0001012076,B,B,B,,A,,,A
0001012077,A,A,A,,B,,,A
0001012078,B,B,A,,B,,,
0001012079,A,B,C,,A,,,B
0001012080,B,C,B,,C,,,A
0001012081,B,B,B,,B,,,A
0001012082,A,B,A,,A,,,
0001012083,B,A,B,,B,,,B
0001012084,B,A,A,,B,,,
0001012085,B,B,C,,C,,,A
0001012086,C,B,A,,B,,,
0001012087,B,B,B,,A,,,A
0001012088,A,B,B,,B,,,
0001012089,A,B,A,,B,,,
0001012090,B,A,B,,A,,,
0001012091,B,C,B,,B,,,A
0001012092,B,C,B,,A,,,
0001012093,B,A,C,,C,,,
0001012094,C,A,B,,A,,,B
0001012095,B,C,C,,A,,,B
0001012096,B,B,C,,B,,,A
0001012097,C,A,B,,B,,,A
0001012098,A,C,A,,C,,,
0001012099,B,B,A,,C,,,B
0001012100,C,A,B,,B,,,B
0001012101,B,C,B,,B,,,
0001012102,B,A,B,,A,,,A
0001012103,A,C,A,,A,,,A
0001012104,C,B,A,,B,,,
0001012105,A,C,B,,B,,,A
0001012106,B,B,A,,A,,,
0001012107,A,C,B,,A,,,
0001012108,A,B,B,,B,,,B
0001012109,A,A,B,,B,,,A
0001012110,B,C,A,,A,,,
0001012111,A,C,B,,A,,,A
0001012112,A,C,B,,A,,,
0001012113,A,A,B,,B,,,A
0001012114,A,A,B,,B,,,
0001012115,C,C,A,,A,,,A
0001012116,B,B,A,,B,,,
0001012117,A,B,B,,A,,,A
0001012118,B,C,A,,A,,,B
0001012119,B,A,A,,B,,,A
0001012120,B,B,B,,A,,,A
0001012121,B,B,A,,C,,,
0001012122,B,B,A,,B,,,A
0001012123,A,B,B,,A,,,A
0001012124,C,C,A,,A,,,
0001012125,A,A,A,,B,,,
0001012126,A,A,A,,C,,,B
0001012127,B,B,B,,A,,,A
0001012128,B,B,A,,A,,,B
0001012129,A,A,A,,B,,,
0001012130,B,B,C,,A,,,
0001012131,A,B,C,,A,,,
0001012132,B,A,B,,A,,,
0001012133,B,A,C,,B,,,
0001012134,A,A,B,,A,,,A
0001012135,B,C,B,,C,,,
0001012136,B,A,B,,A,,,A
0001012137,B,B,A,,B,,,A
0001012138,B,C,C,,A,,,A
0001012139,A,B,A,,C,,,B
0001012140,C,C,C,,C,,,
0001012141,A,A,A,,A,,,
0001012142,B,C,C,,C,,,B
0001012143,B,C,A,,B,,,B
0001012144,A,B,A,,C,,,
0001012145,B,C,A,,B,,,
0001012146,B,B,A,,B,,,A
0001012147,A,C,A,,B,,,
0001012148,C,C,A,,B,,,A
0001012149,C,C,A,,C,,,A
0001012150,A,C,C,,B,,,
0001012151,A,B,C,,C,,,
0001012152,C,A,C,,B,,,
0001012153,C,C,A,,A,,,A
0001012154,B,B,C,,B,,,A
0001012155,C,A,B,,B,,,
0001012156,B,C,B,,B,,,A
0001012157,A,B,A,,B,,,
0001012158,A,C,C,,A,,,
0001012159,C,B,A,,A,,,
0001012160,B,B,C,,B,,,A
0001012161,B,C,C,,A,,,B
0001012162,B,C,A,,A,,,
0001012163,C,C,B,,C,,,B
0001012164,C,C,A,,A,,,
0001012165,B,A,B,,B,,,
0001012166,B,B,B,,C,,,
0001012167,B,A,C,,A,,,
0001012168,A,C,C,,C,,,
0001012169,B,B,C,,A,,,
0001012170,A,B,A,,B,,,
0001012171,B,B,A,,B,,,B
0001012172,B,C,A,,A,,,B
0001012173,A,C,B,,C,,,
0001012174,A,B,C,,C,,,B
0001012175,B,C,C,,B,,,
0001012176,A,C,B,,A,,,A
0001012177,B,B,C,,B,,,B
0001012178,A,B,B,,B,,,
0001012179,B,B,A,,B,,,
0001012180,A,C,B,,C,,,
0001012181,B,C,C,,A,,,B
0001012182,A,C,C,,B,,,B
0001012183,A,B,A,,A,,,B
0001012184,C,C,C,,A,,,
0001012185,A,A,B,,B,,,A
0001012186,B,B,B,,C,,,A
0001012187,A,C,C,,C,,,
0001012188,B,A,C,,A,,,A
0001012189,A,B,A,,B,,,B
0001012190,B,B,C,,C,,,
0001012191,A,B,A,,A,,,
0001012192,C,C,A,,B,,,A
0001012193,C,C,B,,C,,,B
0001012194,C,C,C,,A,,,
0001012195,C,B,C,,B,,,
0001012196,B,C,C,,A,,,B
0001012197,C,A,B,,B,,,A
0001012198,B,C,C,,C,,,B
0001012199,B,B,A,,B,,,A
0001012200,A,B,A,,B,,,
0001012201,A,A,A,,B,,,
0001012202,C,B,B,,A,,,
0001012203,A,B,B,,B,,,B
0001012204,B,B,A,,B,,,
0001012205,B,B,A,,C,,,A
0001012206,B,B,A,,C,,,
0001012207,A,B,A,,B,,,
0001012208,C,B,A,,B,,,B
0001012209,C,A,B,,C,,,A
0001012210,C,B,B,,A,,,B
0001012211,A,B,C,,C,,,B
0001012212,C,C,B,,B,,,A
0001012213,A,A,B,,B,,,
0001012214,B,B,A,,B,,,
0001012215,A,B,B,,B,,,A
0001012216,B,B,A,,C,,,
0001012217,C,A,C,,B,,,
0001012218,B,B,B,,B,,,A
0001012219,A,B,A,,B,,,
0001012220,B,C,C,,A,,,
0001012221,B,C,C,,A,,,
0001012222,A,C,B,,A,,,
0001012223,B,B,C,,B,,,A
0001012224,A,C,B,,B,,,B
0001012225,A,B,C,,A,,,B
0001012226,B,B,A,,B,,,
0001012227,B,B,A,,B,,,
0001012228,B,A,A,,B,,,B
0001012229,A,B,B,,C,,,A
0001012230,C,B,B,,B,,,B
0001012231,B,A,B,,B,,,A
0001012232,A,B,C,,B,,,
0001012233,B,B,A,,C,,,
0001012234,C,A,A,,B,,,
0001012235,B,A,A,,A,,,A
0001012236,B,C,A,,A,,,
0001012237,A,A,A,,C,,,B
0001012238,A,B,B,,C,,,
0001012239,B,A,B,,B,,,
0001012240,A,A,A,,A,,,B
0001012241,B,B,B,,A,,,
0001012242,C,A,C,,A,,,B
0001012243,C,B,B,,A,,,A
0001012244,A,C,C,,A,,,
0001012245,A,A,A,,B,,,
0001012246,C,B,B,,B,,,B
0001012247,C,C,C,,B,,,B
0001012248,B,A,C,,B,,,
0001012249,C,B,C,,A,,,
0001012250,B,C,A,,B,,,
0001012251,A,B,B,,C,,,
0001012252,B,B,A,,B,,,B
0001012253,A,C,B,,A,,,B
0001012254,B,B,A,,A,,,
0001012255,C,C,A,,B,,,A
0001012256,A,C,C,,A,,,B
0001012257,C,C,B,,B,,,
0001012258,A,B,C,,C,,,A
0001012259,C,C,C,,B,,,A
0001012260,B,B,C,,A,,,
0001012261,B,A,C,,A,,,
0001012262,B,B,A,,B,,,A
0001012263,B,A,C,,B,,,A
0001012264,A,A,C,,C,,,
0001012265,B,C,A,,C,,,B
0001012266,C,B,A,,B,,,A
0001012267,A,B,C,,B,,,
0001012268,A,B,C,,B,,,
0001012269,B,A,C,,C,,,A
0001012270,B,B,B,,B,,,A
0001012271,A,C,A,,A,,,A
0001012272,B,A,B,,C,,,B
0001012273,C,A,A,,A,,,A
0001012274,B,A,A,,C,,,B
0001012275,A,A,C,,A,,,
0001012276,A,A,A,,B,,,
0001012277,A,A,C,,B,,,
0001012278,A,B,B,,B,,,
0001012279,C,B,B,,A,,,
0001012280,A,A,C,,B,,,A
0001012281,B,B,B,,B,,,
0001012282,A,B,A,,A,,,
0001012283,C,B,A,,B,,,B
0001012284,B,A,A,,B,,,A
0001012285,A,A,B,,C,,,
0001012286,B,C,C,,B,,,A
0001012287,B,A,C,,C,,,
0001012288,B,A,A,,B,,,
0001012289,A,A,A,,B,,,A
0001012290,A,C,B,,A,,,
0001012291,A,A,A,,B,,,
0001012292,A,C,C,,B,,,A
0001012293,B,B,A,,B,,,
0001012294,A,B,C,,A,,,A
0001012295,B,A,B,,C,,,B
0001012296,A,C,A,,B,,,
0001012297,B,B,A,,A,,,A
0001012298,A,C,C,,C,,,A
0001012299,B,B,B,,A,,,
0001012300,A,A,C,,C,,,A
0001012301,C,B,A,,B,,,A
0001012302,C,B,B,,B,,,
0001012303,C,A,A,,B,,,
0001012304,C,A,A,,B,,,
0001012305,B,A,A,,C,,,B
0001012306,C,B,C,,B,,,
0001012307,A,C,A,,A,,,
0001012308,B,B,A,,B,,,
0001012309,A,B,C,,B,,,A
0001012310,A,C,B,,B,,,
0001012311,B,B,A,,C,,,
0001012312,B,B,B,,C,,,
