Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00100010875,"Walker, Mack and Munoz",ACC-010875,Customer - Direct,Telecommunications,7359027.82,101,45498 Robert Common Suite 674,South Nicholashaven,VA,55270,USA,251.785.7116x456,www.lawson.com,Hot,0050002,2021-01-23 17:21:13,2021-03-20 17:21:13,False
00100010876,Howe Inc,ACC-010876,Customer - Direct,Transportation,88615.91,389,739 Allen Bypass,West Allison,MI,56668,USA,333-477-7303x16787,www.rodriguez-campbell.info,Warm,0050006,2023-11-07 17:21:13,2024-08-18 17:21:13,False
00100010877,"Hernandez, Christian and Thomas",ACC-010877,Prospect,Energy,10955675.54,81,54550 Wendy Hill,New Victoriaton,TN,74371,USA,001-983-497-6738,www.gray-myers.com,Warm,0050015,2023-10-03 17:21:13,2023-12-01 17:21:13,False
00100010878,Yates LLC,ACC-010878,Prospect,Media,134618497.16,1058,300 Betty Highway,West Eric,ME,81563,USA,707.641.7996,www.webster-hernandez.org,Warm,0050015,2021-07-16 17:21:13,2021-12-06 17:21:13,False
00100010879,Steele-Howard,ACC-010879,Customer - Direct,Manufacturing,851733.37,231,25275 Brown Expressway Apt. 302,West Benjamin,MS,97960,USA,471.225.1589x041,www.jones-powell.com,Warm,0050010,2022-08-06 17:21:13,2022-11-30 17:21:13,False
00100010880,"Daniels, Wilson and White",ACC-010880,Customer - Direct,Manufacturing,1863541.69,99,8844 Reid Bypass,Marshchester,CO,43280,USA,(476)295-8444,www.moore.net,Warm,0050002,2021-04-15 17:21:13,2021-11-21 17:21:13,False
00100010881,King PLC,ACC-010881,Partner,Transportation,7526526.07,92,13737 Kevin Canyon Apt. 118,Lake Elijahfurt,SC,77461,USA,341-293-9606,www.gibson-patton.com,Warm,0050007,2021-01-28 17:21:13,2021-11-12 17:21:13,False
00100010882,"Bradley, Garner and Rivas",ACC-010882,Partner,Media,207277.8,1264,569 Pamela Stream,Ortizside,TN,28212,USA,310-634-1413x1811,www.rush.com,Warm,0050007,2021-07-06 17:21:13,2022-05-21 17:21:13,False
00100010883,"Padilla, Moore and Fields",ACC-010883,Customer - Direct,Retail,1779254.35,20,044 Johnson Lake Suite 094,Port Yvonnefurt,NH,13619,USA,787-983-1031x4564,www.potts.info,Cold,0050015,2022-05-17 17:21:13,2023-04-28 17:21:13,False
00100010884,Stanley-Kennedy,ACC-010884,Customer - Channel,Financial Services,537455.19,986,74033 Baker River Suite 093,New Daniel,IN,52036,USA,001-894-912-6410x6032,www.hall-jones.net,Warm,0050019,2022-03-18 17:21:13,2022-12-29 17:21:13,False
00100010885,Bailey Group,ACC-010885,Customer - Channel,Financial Services,8344808.27,2065,01089 Schneider Hill,Buchananburgh,MD,30104,USA,(606)840-0474x8679,www.fields.net,Warm,0050006,2025-09-01 17:21:13,2026-07-10 17:21:13,False
00100010886,Black-Mcdonald,ACC-010886,Prospect,Technology,8663336.42,1266,1007 Smith Cliffs,Tuckerbury,SD,63477,USA,894-293-3078x11171,www.ramirez.com,Warm,0050003,2022-02-15 17:21:13,2023-02-06 17:21:13,False
00100010887,Adams LLC,ACC-010887,Customer - Channel,Telecommunications,14934617.25,747,5967 Perez Fort,Elizabethchester,UT,45385,USA,(223)691-7033x530,www.neal.biz,Warm,0050019,2024-04-25 17:21:13,2024-05-10 17:21:13,False
00100010888,Lewis-Cruz,ACC-010888,Customer - Direct,Retail,2593740.47,1449,977 Dale Motorway,New Misty,WV,56543,USA,001-524-487-2385x865,www.hopkins-hughes.info,Cold,0050010,2024-10-20 17:21:13,2025-03-09 17:21:13,False
00100010889,"Davis, Haynes and Ritter",ACC-010889,Customer - Direct,Healthcare,733748.32,161,9317 Alexander Bypass,Smithstad,OH,84529,USA,873-457-9211,www.johnson-terry.org,Cold,0050017,2021-11-15 17:21:13,2022-04-23 17:21:13,False
00100010890,"Salazar, Michael and Watson",ACC-010890,Competitor,Retail,50596968.19,16,4639 Smith Hill Suite 570,New Jennifer,KS,87193,USA,(771)486-6925,www.bass.org,Warm,0050006,2023-11-29 17:21:13,2024-05-27 17:21:13,False
00100010891,Price Inc,ACC-010891,Customer - Direct,Media,42897992.43,13,11015 Jones Cliffs,Leeview,WY,33580,USA,001-698-812-1300x88238,www.weber.net,Hot,0050016,2025-10-12 17:21:13,2026-01-13 17:21:13,False
00100010892,Woods-Gonzalez,ACC-010892,Prospect,Healthcare,3238939.83,311,04481 Rhodes Mountain,Lake Victoria,PR,48054,USA,361-892-2188x22063,www.martinez-cruz.com,Cold,0050006,2020-12-08 17:21:13,2021-02-20 17:21:13,False
00100010893,Moore Group,ACC-010893,Customer - Channel,Energy,6087307.24,6,69368 Logan Road Apt. 676,Alexisbury,FL,30035,USA,001-819-932-5282,www.thompson.com,Hot,0050008,2022-08-22 17:21:13,2023-07-25 17:21:13,False
00100010894,Aguilar-Jacobs,ACC-010894,Competitor,Retail,2137178.95,1568,25296 Scott Spur Suite 368,Hunterville,CA,41016,USA,730.964.0980,www.miller-cook.com,Warm,0050016,2023-07-27 17:21:13,2023-09-01 17:21:13,False
00100010895,"Leonard, Harrington and Brown",ACC-010895,Prospect,Energy,1214774.52,54,278 Hickman Center Apt. 591,North Jennifer,KY,51641,USA,572.416.2660,www.nguyen.com,Hot,0050007,2025-01-07 17:21:13,2025-11-28 17:21:13,False
00100010896,"Hogan, Thompson and Flores",ACC-010896,Prospect,Media,3777314.26,17,3793 Davila Walk Suite 519,West Jennifer,KY,89916,USA,811-473-6703,www.long-delgado.biz,Hot,0050014,2025-08-23 17:21:13,2025-10-09 17:21:13,False
00100010897,Garcia LLC,ACC-010897,Competitor,Transportation,29190190.61,4,233 Laura Plains Apt. 563,Lake Stacieberg,OK,22275,USA,+1-548-328-7321x0788,www.fields.biz,Warm,0050019,2021-08-18 17:21:13,2022-05-17 17:21:13,False
00100010898,Farmer-Roberts,ACC-010898,Customer - Direct,Media,17649370.32,1518,20720 Christina Vista Apt. 842,Kingland,NE,89876,USA,001-727-796-3651x295,www.cohen.com,Warm,0050004,2024-08-10 17:21:13,2025-02-19 17:21:13,False
00100010899,Dyer-Johnson,ACC-010899,Customer - Direct,Manufacturing,17897268.56,342,484 David Wells,East Hannah,AL,28000,USA,(407)622-3502x83034,www.forbes.com,Cold,0050010,2023-06-18 17:21:13,2024-02-06 17:21:13,False
00100010900,"Wilson, Graham and Berry",ACC-010900,Customer - Channel,Transportation,136857173.2,1783,166 David Ville,Salazarside,NJ,95775,USA,+1-840-833-0454x41061,www.carpenter-smith.net,Cold,0050018,2023-11-26 17:21:13,2024-02-15 17:21:13,False
00100010901,Roberts-Navarro,ACC-010901,Partner,Energy,11703973.93,364,51764 Betty Loop,New Adam,DC,39261,USA,815-305-0969,www.higgins.com,Warm,0050001,2023-09-28 17:21:13,2024-03-06 17:21:13,False
00100010902,"Rivera, Moore and Sanchez",ACC-010902,Customer - Direct,Technology,11547147.33,41,80588 Tracey Rue,Fieldsbury,MI,36023,USA,001-304-776-2539x5011,www.montoya.net,Cold,0050012,2021-10-08 17:21:13,2022-03-24 17:21:13,False
00100010903,"Graham, White and Griffin",ACC-010903,Customer - Direct,Technology,12358541.97,32,0317 Schmidt Brook,North Jonathan,MI,70447,USA,709.671.8614x22935,www.simon.com,Warm,0050015,2021-06-17 17:21:13,2022-04-04 17:21:13,False
00100010904,"Leon, Elliott and Ramos",ACC-010904,Customer - Direct,Transportation,25413043.63,59,9911 Kristen Ramp Apt. 045,Jenkinsberg,NV,33283,USA,411-460-8958x97015,www.frank.biz,Warm,0050004,2022-06-21 17:21:13,2022-08-04 17:21:13,False
00100010905,"Boyd, Frank and Brown",ACC-010905,Customer - Channel,Financial Services,116935.98,82,7612 Adrian Park,Peterville,WA,15814,USA,001-539-597-9927x1560,www.rhodes.com,Cold,0050001,2020-11-10 17:21:13,2020-12-07 17:21:13,False
00100010906,Palmer Ltd,ACC-010906,Customer - Direct,Manufacturing,2962636.58,394,184 Tanya Mountain Suite 309,Lake Adambury,NM,77490,USA,999-894-4574x4410,www.whitehead.biz,Cold,0050013,2024-12-10 17:21:13,2025-03-01 17:21:13,False
00100010907,"Wise, Cooper and Pena",ACC-010907,Customer - Direct,Media,17347959.36,3,5916 Sharon Street Suite 359,New Zachary,SC,83971,USA,001-590-979-9658x578,www.butler-andersen.net,Warm,0050019,2021-08-01 17:21:13,2022-06-14 17:21:13,False
00100010908,Gray PLC,ACC-010908,Partner,Financial Services,6561196.11,24,40730 Pearson Courts Suite 761,West Diane,SD,82606,USA,5785836922,www.dawson.com,Hot,0050004,2025-07-15 17:21:13,2026-06-26 17:21:13,False
00100010909,Perkins-Munoz,ACC-010909,Customer - Direct,Healthcare,928629.2,55,502 Christopher Dam,Edwardsburgh,NH,31682,USA,651-949-7249x03223,www.jones-coleman.org,Hot,0050018,2025-05-10 17:21:13,2025-09-27 17:21:13,False
00100010910,Mercado-Richards,ACC-010910,Customer - Channel,Retail,1940507.91,12,5570 Benjamin Loop Apt. 741,South Terri,KS,47746,USA,001-547-361-2189,www.hernandez.com,Warm,0050019,2023-05-01 17:21:13,2024-04-04 17:21:13,False
00100010911,Nguyen-Kim,ACC-010911,Partner,Technology,8900902.04,25,22283 Michael Hill Suite 685,Lake Adam,KS,49125,USA,(955)995-0263x560,www.tate-obrien.com,Warm,0050001,2023-06-09 17:21:13,2024-02-13 17:21:13,False
00100010912,Hall and Sons,ACC-010912,Competitor,Telecommunications,537558.05,34,3990 Gregory Loop Apt. 082,South Ariana,VA,87098,USA,(969)702-2209,www.rhodes-morales.info,Cold,0050018,2022-05-30 17:21:13,2023-01-12 17:21:13,False
00100010913,"Johnson, Schneider and Moon",ACC-010913,Customer - Direct,Telecommunications,556275.1,205,151 Benjamin Fords,West Kyle,AZ,60413,USA,(497)821-6218x33391,www.lynch.com,Warm,0050011,2023-06-29 17:21:13,2023-11-16 17:21:13,False
00100010914,Castillo and Sons,ACC-010914,Customer - Direct,Transportation,1254224.37,14565,0082 William Shoal,Wallaceview,HI,60011,USA,001-205-849-8578x87282,www.hernandez.net,Cold,0050018,2024-08-09 17:21:13,2025-04-29 17:21:13,False
00100010915,"Burgess, Johnson and Miller",ACC-010915,Prospect,Energy,59394194.24,8,9804 Perry Manor,Wesleymouth,DC,97579,USA,776-409-6064x724,www.murray-chavez.info,Hot,0050012,2025-03-05 17:21:13,2025-08-29 17:21:13,False
00100010916,"King, Simpson and Escobar",ACC-010916,Partner,Financial Services,84975747.59,5,70946 Mendoza Mount Apt. 612,Ashleyberg,ND,40650,USA,(368)809-2826,www.wilson-johnson.com,Hot,0050013,2023-05-28 17:21:13,2023-07-24 17:21:13,False
00100010917,Glenn Inc,ACC-010917,Prospect,Healthcare,828462.05,27,56688 Laura Club Suite 647,Cynthiaberg,NH,76867,USA,331.324.2853x54160,www.hawkins.info,Warm,0050005,2024-03-23 17:21:13,2025-03-06 17:21:13,False
00100010918,Galvan Inc,ACC-010918,Customer - Direct,Manufacturing,1485192.0,281,86715 Benjamin Mountain Apt. 074,West Jeremychester,OH,76389,USA,(379)267-2461x051,www.buckley.com,Cold,0050009,2022-01-04 17:21:13,2022-11-04 17:21:13,False
00100010919,Peters-Cox,ACC-010919,Customer - Direct,Technology,991701.25,81,50254 Martin Track,Lake Felicia,HI,04796,USA,602-997-5997,www.schwartz.com,Warm,0050003,2023-02-01 17:21:13,2023-10-29 17:21:13,False
00100010920,"Henderson, Larson and Goodman",ACC-010920,Customer - Direct,Transportation,310542.42,5659,442 Hernandez Shore Suite 204,South Justinstad,WI,94715,USA,574.905.1337,www.hogan-foster.org,Hot,0050012,2022-01-27 17:21:13,2022-07-04 17:21:13,False
00100010921,"Franklin, Gray and Wilson",ACC-010921,Customer - Direct,Telecommunications,1660503.37,105,85571 Turner Shoals Apt. 584,Blackland,KY,36266,USA,001-490-680-3586,www.williams.com,Hot,0050012,2025-07-23 17:21:13,2025-11-13 17:21:13,False
00100010922,Cunningham PLC,ACC-010922,Partner,Manufacturing,2335800.1,3,24535 Terri Street Apt. 111,Lake Aprilland,ND,33306,USA,(368)598-5932x13596,www.cardenas.com,Hot,0050010,2023-08-07 17:21:13,2024-06-09 17:21:13,False
00100010923,"Hill, Giles and Patel",ACC-010923,Prospect,Transportation,3270465.98,4035,26425 Bates Dale,West Melissaport,ND,21992,USA,001-987-681-9214,www.daniel.com,Hot,0050003,2025-07-04 17:21:13,2025-07-08 17:21:13,False
00100010924,Thompson-Wright,ACC-010924,Competitor,Transportation,1876486.09,1963,78472 Jose Common Suite 275,Port Josephberg,RI,24215,USA,(676)698-8979x88775,www.hunt-stephenson.com,Cold,0050017,2024-09-01 17:21:13,2025-02-03 17:21:13,False
00100010925,Young Inc,ACC-010925,Partner,Technology,462927.11,790,293 Vang Alley,Sydneychester,HI,91645,USA,451.693.4638x901,www.mitchell.biz,Cold,0050018,2024-08-18 17:21:13,2024-10-28 17:21:13,False
00100010926,"Kramer, Bailey and Wilson",ACC-010926,Customer - Direct,Media,3768588.7,93,6862 Jacqueline Garden,Port Stevenchester,MA,80886,USA,580-553-1602x274,www.lewis.com,Warm,0050018,2021-07-12 17:21:13,2021-11-20 17:21:13,False
00100010927,"Baldwin, Kerr and Jones",ACC-010927,Customer - Direct,Media,11164599.36,26,244 Brennan Knoll Suite 311,Lake Charles,ND,92058,USA,8783287806,www.terry-evans.org,Warm,0050011,2024-03-11 17:21:13,2024-08-26 17:21:13,False
00100010928,"Rivera, Morales and Hall",ACC-010928,Partner,Media,6316136.66,196,4180 Courtney Plaza Apt. 521,Lake Alexandra,ND,50469,USA,(490)659-4699x84288,www.stephenson-murphy.com,Warm,0050019,2025-02-21 17:21:13,2025-02-25 17:21:13,False
00100010929,Miller and Sons,ACC-010929,Customer - Channel,Telecommunications,928619.56,355,887 Laura Throughway,East Julie,PW,02699,USA,866.486.4277,www.duffy-park.com,Cold,0050001,2023-01-10 17:21:13,2023-08-19 17:21:13,False
00100010930,Ruiz PLC,ACC-010930,Customer - Direct,Telecommunications,324428.94,64,603 Adam Orchard Suite 834,Bookertown,MT,24355,USA,+1-983-934-5573x56232,www.reeves.com,Warm,0050010,2024-10-30 17:21:13,2025-01-05 17:21:13,False
00100010931,Schmidt-Thornton,ACC-010931,Prospect,Retail,128890889.37,2818,02732 Andrea Via Suite 042,Bobbyberg,MA,45351,USA,946-389-3977x04116,www.kramer-fisher.com,Cold,0050001,2023-09-07 17:21:13,2024-06-06 17:21:13,False
00100010932,Booth-Stevens,ACC-010932,Customer - Channel,Technology,180978.92,131,6904 Robertson Greens Suite 733,Lake Gregory,PR,09748,USA,001-824-489-5587x700,www.byrd.com,Warm,0050016,2021-11-13 17:21:13,2022-03-11 17:21:13,False
00100010933,"Pittman, Byrd and Ramirez",ACC-010933,Prospect,Technology,57833.44,0,4076 Daisy Ranch,Jamieland,DC,94664,USA,9333980138,www.thomas-walker.com,Warm,0050017,2023-01-04 17:21:13,2023-10-18 17:21:13,False
00100010934,Dunn-Brown,ACC-010934,Partner,Manufacturing,107947097.61,67,80153 Stephen Villages,West Richard,AK,17448,USA,+1-777-928-7156x5969,www.rangel.info,Warm,0050008,2021-02-21 17:21:13,2022-01-30 17:21:13,False
00100010935,Carroll-Carr,ACC-010935,Prospect,Technology,128871.78,93,0553 Anderson Station Apt. 714,Nancyport,MH,10240,USA,+1-239-952-5252,www.ayala.com,Cold,0050006,2021-04-17 17:21:13,2021-10-16 17:21:13,False
00100010936,Santos-Davis,ACC-010936,Customer - Channel,Financial Services,15593619.62,253,214 Henry Station,Luiston,AS,27306,USA,4276694730,www.lopez.com,Warm,0050008,2025-05-30 17:21:13,2025-12-20 17:21:13,False
00100010937,"Garrison, Jackson and Pineda",ACC-010937,Customer - Direct,Retail,63333282.38,84,440 Brandi Trail,Halltown,OK,33336,USA,721-280-5257,www.johnson.com,Warm,0050015,2020-12-25 17:21:13,2021-01-16 17:21:13,False
00100010938,Taylor Ltd,ACC-010938,Customer - Channel,Transportation,4853926.9,330,54601 Stephanie Tunnel,East Laurenbury,KS,66343,USA,001-857-313-3996x276,www.snyder.com,Warm,0050006,2023-05-15 17:21:13,2023-05-25 17:21:13,False
00100010939,Tate and Sons,ACC-010939,Customer - Direct,Media,1519530.06,1018,91381 Benjamin Highway,Annburgh,RI,69398,USA,+1-508-388-1966x452,www.rodriguez.net,Warm,0050019,2023-03-28 17:21:13,2023-05-07 17:21:13,False
00100010940,Jones and Sons,ACC-010940,Customer - Direct,Telecommunications,8339272.97,142,6831 Haley Fort,Ibarrafurt,NM,07557,USA,617-210-3891x9187,www.li-johnson.com,Hot,0050018,2020-12-24 17:21:13,2021-06-03 17:21:13,False
00100010941,"Harris, Moore and Hines",ACC-010941,Customer - Direct,Transportation,312341.29,30,4956 Susan Club,Patriciafort,WI,51729,USA,(507)375-2572x316,www.johnson-gonzalez.info,Cold,0050003,2022-08-02 17:21:13,2023-03-10 17:21:13,False
00100010942,"Gordon, Jones and Pearson",ACC-010942,Customer - Channel,Telecommunications,7990685.87,322,7039 Heath Ford,South Raymondmouth,AK,02292,USA,(599)946-9669x323,www.johnson.com,Warm,0050015,2022-08-07 17:21:13,2023-03-03 17:21:13,False
00100010943,"Fuentes, Harrington and Carpenter",ACC-010943,Customer - Channel,Transportation,2770587.51,241,0863 Ian Hills,Port Anthony,WV,53745,USA,287-944-8883x92375,www.thomas.net,Warm,0050002,2021-11-01 17:21:13,2022-09-25 17:21:13,False
00100010944,"Thomas, Brooks and Dougherty",ACC-010944,Prospect,Financial Services,5872465.6,132,5139 Patricia Manor Apt. 348,Port Karen,NE,65461,USA,+1-483-587-3693,www.smith.com,Warm,0050016,2023-06-22 17:21:13,2023-11-18 17:21:13,False
00100010945,Diaz-Collins,ACC-010945,Customer - Direct,Financial Services,15832414.8,251,8674 Philip Overpass Apt. 206,North Stephen,MI,22607,USA,001-677-260-1458,www.garcia.com,Warm,0050001,2025-03-03 17:21:13,2025-09-27 17:21:13,False
00100010946,Gonzales-Stephens,ACC-010946,Customer - Channel,Energy,1084994.4,155,361 Robert Light Apt. 146,Port Jamesfurt,CA,12209,USA,592.860.5554x65426,www.mullins.com,Hot,0050017,2025-09-12 17:21:13,2026-02-26 17:21:13,False
00100010947,Hayes-Hinton,ACC-010947,Competitor,Media,331605.64,41,44545 Craig Turnpike,Johnsonbury,AL,11803,USA,896-922-7238,www.mcdaniel-vaughn.info,Cold,0050002,2024-11-07 17:21:13,2025-09-20 17:21:13,False
00100010948,"Brennan, Clark and Yates",ACC-010948,Customer - Direct,Energy,62683.78,1297,509 Monroe Roads,Smithshire,ID,34401,USA,3995165081,www.lara-gibbs.com,Cold,0050007,2023-03-27 17:21:13,2024-03-15 17:21:13,False
00100010949,Hill PLC,ACC-010949,Prospect,Retail,3450129.46,303,437 Johnson Spurs Suite 279,Jennifershire,MA,93539,USA,842-795-4496,www.taylor-miller.info,Warm,0050002,2023-10-14 17:21:13,2023-11-29 17:21:13,False
00100010950,"Wolfe, Gomez and Graham",ACC-010950,Prospect,Financial Services,4174392.95,48,2800 Robert Summit Apt. 734,Stevenport,UT,98970,USA,992-335-1638x32648,www.sosa.info,Warm,0050013,2023-05-14 17:21:13,2023-07-08 17:21:13,False
00100010951,Marshall Inc,ACC-010951,Competitor,Healthcare,673491.99,147,945 Sullivan Club,North Melissa,VI,74724,USA,984-414-2355x2833,www.nichols.biz,Warm,0050002,2024-06-13 17:21:13,2025-01-23 17:21:13,False
00100010952,"Vasquez, Chaney and Martinez",ACC-010952,Partner,Energy,23331473.82,50,26564 Sampson Mountains,Port Christopherhaven,OH,17526,USA,001-318-870-8941x0791,www.jones.com,Warm,0050005,2022-07-06 17:21:13,2023-01-28 17:21:13,False
00100010953,Reyes-Banks,ACC-010953,Partner,Transportation,5201351.28,38,830 Cox Hollow,Lake Katrina,VI,64657,USA,988.952.3774,www.brown.net,Cold,0050002,2022-11-16 17:21:13,2022-12-27 17:21:13,False
00100010954,Chen LLC,ACC-010954,Prospect,Transportation,9227902.76,400,51218 Andrea Estates,South Timothy,OR,08418,USA,+1-766-960-2865x383,www.ortiz.net,Cold,0050005,2023-08-06 17:21:13,2024-01-12 17:21:13,False
00100010955,Hester Ltd,ACC-010955,Customer - Channel,Energy,3709940.18,1366,37090 Williams Gardens,Meyerton,NC,83274,USA,666.493.2070x98348,www.neal.net,Warm,0050016,2021-08-19 17:21:13,2022-02-09 17:21:13,False
00100010956,Grimes-Peck,ACC-010956,Customer - Direct,Telecommunications,2532313.46,174,650 Lindsey Spring,Lisafurt,MD,58387,USA,(467)365-4198,www.cuevas-nelson.info,Warm,0050008,2024-07-28 17:21:13,2025-01-15 17:21:13,False
00100010957,"Bell, Villarreal and Drake",ACC-010957,Prospect,Manufacturing,163649.91,1923,5220 Samuel Fall,Carrbury,AR,28905,USA,(264)252-5733,www.molina-wilkins.com,Cold,0050004,2021-06-12 17:21:13,2021-09-07 17:21:13,False
00100010958,"James, Rogers and Reynolds",ACC-010958,Customer - Direct,Retail,15593234.83,21,24767 Martinez Junctions Apt. 799,North Jenniferstad,MP,28018,USA,(769)833-2763x3422,www.ayala.com,Cold,0050017,2025-05-21 17:21:13,2026-02-07 17:21:13,False
00100010959,Taylor-Buchanan,ACC-010959,Customer - Direct,Healthcare,447370.75,244,2259 Curtis Fort,Lake Thomas,WI,96622,USA,001-200-689-4234x037,www.lee.com,Warm,0050018,2022-04-07 17:21:13,2022-06-05 17:21:13,False
00100010960,"Sims, Eaton and Robertson",ACC-010960,Customer - Channel,Retail,3369806.51,21,6125 Macdonald Road Apt. 473,Garciahaven,AS,93675,USA,+1-651-676-9680x6455,www.collier.net,Cold,0050017,2022-11-03 17:21:13,2023-07-23 17:21:13,False
00100010961,Ford Ltd,ACC-010961,Customer - Channel,Technology,8077932.07,1,4053 Crystal Mission,Lake Tara,PA,56688,USA,985.993.4288x39039,www.powers.com,Warm,0050007,2024-09-22 17:21:13,2025-03-20 17:21:13,False
00100010962,"Watson, Young and Davis",ACC-010962,Customer - Direct,Manufacturing,36666130.85,138,655 Erin Stream Apt. 250,Grahamhaven,MO,84111,USA,+1-806-573-4767x14998,www.hansen.org,Cold,0050018,2023-11-05 17:21:13,2024-10-01 17:21:13,False
00100010963,Zamora Inc,ACC-010963,Prospect,Energy,161038.04,342,524 Melissa Light,East Dakota,MI,74685,USA,001-663-274-3963x99495,www.hawkins.com,Cold,0050005,2021-03-30 17:21:13,2021-06-14 17:21:13,False
00100010964,"Mitchell, Cox and Osborne",ACC-010964,Customer - Channel,Transportation,1921834.74,66,17087 Anthony Drive Apt. 027,South Emily,IN,90009,USA,001-525-367-3223x4874,www.contreras-smith.com,Cold,0050016,2024-06-28 17:21:13,2024-08-20 17:21:13,False
00100010965,"Martinez, Morrison and Turner",ACC-010965,Customer - Direct,Technology,2946893.94,112,0732 Collins Throughway Suite 893,Palmerstad,SC,37121,USA,376-809-0937,www.herman-wise.com,Warm,0050008,2024-12-29 17:21:13,2025-05-10 17:21:13,False
