Id,CaseNumber,AccountId,ContactId,Status,Priority,Type,Origin,Subject,Description,IsClosed,IsEscalated,ClosedDate,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
50000010837,CS-100837,00100010823,00300012233,Escalated,Low,Question,Email,Deal share again fund base car likely simple.,"Book data senior somebody foreign mouth. Hold lawyer space above case teacher someone oil.
Everything one guess culture. Choose where particular art yeah before treat. Full possible minute point name mean.",False,True,,0050028,2025-03-09 17:21:14,2025-03-23 17:21:14,False
50000010838,CS-100838,00100010824,00300012235,Closed,High,Problem,Email,Look outside near summer least listen.,"Several phone later quality. Off take walk loss. Mission the even recognize gun. Exist century reduce sort election.
High human record soldier. Star type foot kid after.
Well only once how ground politics. Population foreign suffer trial take put.",True,False,2025-02-10 17:21:14,0050036,2025-01-22 17:21:14,2025-02-17 17:21:14,False
50000010839,CS-100839,00100010824,00300012235,Closed,Medium,Feature Request,Portal,Adult feeling trip accept stage lot.,"Pm than chance cause quite more especially sometimes. Various window former much general.
Understand still partner herself. Machine follow energy common these high. Another thought whole.",True,False,2025-09-15 17:21:14,0050036,2025-08-31 17:21:14,2025-09-19 17:21:14,False
50000010840,CS-100840,00100010824,00300012236,Closed,Medium,Question,Email,Energy operation forward range nature road.,"Continue visit back catch method decade stuff. Southern marriage bit grow continue model.
Next near particular carry mouth. Current game camera good realize successful.",True,False,2024-08-18 17:21:14,0050028,2024-08-02 17:21:14,2024-08-20 17:21:14,False
50000010841,CS-100841,00100010824,00300012235,Working,Medium,Feature Request,Chat,Explain color administration stay human three really.,"Sort design prove somebody. Picture manage opportunity.
President somebody than step house board.
Visit always green common available through process. Woman other child argue. Wonder while and.
Old staff either sure range hand guy. Minute change side conference.",False,False,,0050038,2024-08-04 17:21:14,2024-08-06 17:21:14,False
50000010842,CS-100842,00100010824,00300012237,Closed,High,Problem,Phone,Possible them executive material early receive.,"Red teach pull break. Brother then less every. Behind identify nature control toward these hotel send. Best speak ago.
Certainly dinner machine buy pretty. Too ask author rise test. Wall send southern what stop south local next.",True,False,2025-05-03 17:21:14,0050030,2025-05-02 17:21:14,2025-05-19 17:21:14,False
50000010843,CS-100843,00100010826,00300012243,Closed,High,Bug Report,Email,Parent glass network everything.,"Through people loss line institution blue along. Spend successful bag family. Author ever senior left suggest live leader rate.
Place six million tonight. Partner effect pretty both authority himself style. Idea right far trade.",True,False,2024-08-09 17:21:14,0050022,2024-07-22 17:21:14,2024-08-11 17:21:14,False
50000010844,CS-100844,00100010826,00300012243,Working,High,Bug Report,Phone,Suggest list outside letter organization serious certain.,"There increase something listen. Explain little camera represent. Reach white run rule another learn.
Wrong account them newspaper step significant sometimes. People nor always bag no. Build stand country son detail late.
Green stuff seem catch possible. Mind take else want return.",False,False,,0050027,2025-08-27 17:21:14,2025-09-24 17:21:14,False
50000010845,CS-100845,00100010826,00300012244,Closed,Medium,Feature Request,Phone,Scene artist southern everyone officer night.,"Star next author sit any opportunity. Space human question treatment business nation. Choose team whatever attack rock base who.
Father too recent center low authority young. Them culture perform out. Through speech candidate still red.",True,False,2024-11-19 17:21:14,0050034,2024-11-03 17:21:14,2024-11-30 17:21:14,False
50000010846,CS-100846,00100010826,00300012245,Working,Low,Question,Portal,Worry determine cut explain until live cell.,"Later wife work. Yeah newspaper program couple. Water some of box blood even you near.
Only board actually work offer almost true enter. Mr address ok anything feeling five.
However space care her firm lead quickly. Shake low others special.
Threat assume ready return. Firm quickly show position.",False,False,,0050029,2023-11-01 17:21:14,2023-11-05 17:21:14,False
50000010847,CS-100847,00100010826,00300012242,Closed,Medium,Problem,Email,Economy performance expect action sea role.,"Now second production war gas. Guy professional sea moment call case. Born quite determine great. Vote of yourself.
Able piece sound enter bar. Certainly successful third yeah space.
Light order send. Life second either in when answer course. Market evidence culture whether.",True,False,2025-09-11 17:21:14,0050038,2025-08-20 17:21:14,2025-08-31 17:21:14,False
50000010848,CS-100848,00100010827,00300012246,Escalated,High,Bug Report,Chat,Meet concern modern close soon.,"Two knowledge partner almost there skill more. Group ready production yourself stage entire data. Risk head practice various daughter his whatever.
Spend theory store above move toward. Respond center individual month nation old. Officer these sell program out senior word.",False,True,,0050029,2025-08-19 17:21:14,2025-09-18 17:21:14,False
50000010849,CS-100849,00100010827,00300012246,Closed,Low,Configuration,Portal,Company military military these feeling technology candidate.,"Place let thus task less exist long. Treat police art none good already lot.
Report couple figure available lead past open. Answer why night end.
Dinner process fire magazine mind service after argue. Allow senior paper many. Her suggest happy after anyone once.",True,False,2025-02-03 17:21:14,0050039,2025-01-15 17:21:14,2025-01-23 17:21:14,False
50000010850,CS-100850,00100010828,00300012249,Closed,Low,Question,Phone,Leg race car trouble long compare do.,"To nation nearly account security year business. Region measure bag material character. Safe recognize keep green senior approach focus.
Health set best rate structure yard morning a. Loss southern remain bank deep.",True,False,2025-10-19 17:21:14,0050035,2025-09-26 17:21:14,2025-10-15 17:21:14,False
50000010851,CS-100851,00100010829,00300012253,Escalated,High,Bug Report,Email,Wall Republican particular woman responsibility.,"Nice according mean according scientist thank against. Size society forget nor thank.
Material laugh board process rise last. Similar political like beyond trip born sit wrong. Mean capital dream be then memory traditional. Movement about student challenge change about.",False,True,,0050023,2024-06-09 17:21:14,2024-06-22 17:21:14,False
50000010852,CS-100852,00100010829,00300012254,Closed,Low,Configuration,Web,Product notice ok conference hour appear.,"Girl course study far serious right. Offer three really he. Anything body lawyer thousand usually dream.
Shoulder feel human public lead learn. State prevent apply star never. Financial whole visit whole democratic everyone.
Provide argue read indeed often.",True,False,2023-11-28 17:21:14,0050030,2023-11-03 17:21:14,2023-12-03 17:21:14,False
50000010853,CS-100853,00100010830,00300012256,Escalated,Low,Configuration,Phone,Hold peace building heavy dog almost decade.,"Also chair allow level suffer raise view.
Car just environment two. Nor tax vote political discuss. Mean full ask guy water culture. Edge travel available future rest physical office.
Pressure future respond raise. Mother country again yes seven summer.",False,True,,0050037,2025-06-10 17:21:14,2025-06-22 17:21:14,False
50000010854,CS-100854,00100010830,00300012257,Closed,High,Problem,Phone,Weight agent note factor dark order.,"Future type process form month easy. Pattern us that successful answer.
Whether list civil peace century. Long brother produce five outside. Why society out how.
Food international ahead manage. Team approach system public. Ability blood good.",True,False,2025-04-09 17:21:14,0050022,2025-03-18 17:21:14,2025-04-01 17:21:14,False
50000010855,CS-100855,00100010835,00300012270,Closed,High,Question,Chat,Life eat majority price back serious yeah.,"Deal those we need record whether. Ground mother heart news tend. True important themselves piece because attention. Fill loss feel decide act.
Return simple wall let middle exactly. Present no pressure bank sense continue wall.",True,False,2024-12-29 17:21:14,0050035,2024-12-11 17:21:14,2025-01-02 17:21:14,False
50000010856,CS-100856,00100010835,00300012270,Closed,High,Question,Web,At me effect meeting sell but.,"Southern after rich sure six. Policy might above start accept civil. Herself difference nature fast feel.
Since minute very. Model vote I determine teach. Meet image base popular receive eight personal government.
Level media avoid foreign score consider. Choice mention soon stock play him moment.",True,False,2023-12-14 17:21:14,0050027,2023-12-04 17:21:14,2023-12-14 17:21:14,False
50000010857,CS-100857,00100010835,00300012270,Closed,Low,Question,Portal,To west after girl food opportunity year.,"Establish enjoy that trouble. Build lead everyone should per modern me.
Certain stay happen former heavy. Education everybody half although. Campaign military discussion interview sense billion statement.",True,False,2025-03-19 17:21:14,0050036,2025-02-28 17:21:14,2025-03-25 17:21:14,False
