KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000104352,1000,10,00,04,USD,1,01,02
0000104352,2000,20,01,01,USD,1,01,02
0000104353,1000,20,00,04,USD,1,01,01
0000104353,2000,30,00,04,USD,1,02,01
0000104354,3000,10,00,02,USD,1,01,01
0000104355,1000,10,00,04,USD,1,01,01
0000104356,2000,20,00,02,USD,1,02,01
0000104356,1000,30,00,04,USD,1,01,02
0000104357,1000,30,01,03,USD,1,02,02
0000104357,2000,10,01,01,USD,1,02,02
0000104357,1000,10,00,01,USD,1,01,01
0000104358,1000,10,02,03,USD,1,02,01
0000104358,1000,20,02,04,USD,1,02,01
0000104359,1000,10,00,03,USD,1,01,02
0000104359,1000,10,00,01,USD,1,02,02
0000104360,1000,10,02,03,USD,1,02,02
0000104361,1000,10,00,01,USD,1,02,02
0000104362,1000,10,01,03,USD,1,01,01
0000104363,1000,20,01,03,USD,1,02,02
0000104364,1000,20,01,02,USD,1,02,01
0000104364,1000,10,02,04,USD,1,01,01
0000104365,1000,10,01,02,USD,1,02,02
0000104366,1000,10,02,04,USD,1,02,02
0000104367,1000,10,02,03,USD,1,01,01
0000104367,2000,10,00,02,USD,1,02,02
0000104367,1000,10,01,03,USD,1,01,02
0000104368,2000,30,02,01,USD,1,02,02
0000104369,1000,30,02,01,USD,1,01,01
0000104370,1000,20,02,02,USD,1,02,01
0000104371,1000,30,02,01,USD,1,02,02
0000104371,2000,10,02,01,USD,1,01,01
0000104372,1000,20,02,02,USD,1,02,02
0000104372,2000,20,01,02,USD,1,01,01
0000104373,2000,10,02,02,USD,1,02,02
0000104374,2000,30,00,01,USD,1,02,01
0000104375,1000,20,00,02,USD,1,01,02
0000104376,2000,10,02,04,USD,1,01,01
0000104377,1000,10,01,01,USD,1,01,02
0000104378,1000,10,00,03,USD,1,01,01
0000104378,2000,10,00,01,USD,1,02,01
0000104378,1000,20,00,04,USD,1,02,02
0000104379,1000,10,01,02,USD,1,01,02
0000104380,1000,10,00,04,USD,1,02,02
0000104380,1000,20,01,04,USD,1,02,01
0000104380,1000,10,02,02,USD,1,02,01
0000104381,2000,10,02,01,USD,1,01,02
0000104382,1000,10,00,04,USD,1,01,02
0000104382,1000,10,01,03,USD,1,02,02
0000104383,1000,20,02,02,USD,1,01,02
0000104384,1000,20,01,01,USD,1,02,02
0000104385,3000,30,00,01,USD,1,01,02
0000104386,1000,20,00,03,USD,1,02,02
0000104387,1000,10,02,01,USD,1,02,01
0000104387,1000,20,00,03,USD,1,01,02
0000104388,1000,10,00,01,USD,1,01,02
0000104388,2000,10,02,04,USD,1,01,02
0000104389,2000,10,00,03,USD,1,01,01
0000104389,2000,10,01,04,USD,1,02,02
0000104390,1000,30,01,02,USD,1,01,01
0000104391,2000,10,02,04,USD,1,02,01
0000104392,2000,10,01,03,USD,1,02,02
0000104393,1000,30,01,04,USD,1,01,02
0000104394,1000,30,01,01,USD,1,02,01
0000104395,2000,10,00,02,USD,1,02,02
0000104396,1000,20,00,03,USD,1,01,01
0000104397,2000,20,00,02,USD,1,01,01
0000104397,1000,20,00,04,USD,1,01,02
0000104398,1000,20,01,02,USD,1,02,02
0000104399,2000,20,01,04,USD,1,02,01
0000104399,1000,10,02,03,USD,1,02,02
0000104399,1000,20,00,03,USD,1,01,01
0000104400,1000,10,01,03,USD,1,01,01
0000104401,1000,30,00,02,USD,1,01,02
0000104402,1000,10,00,01,USD,1,02,02
0000104402,1000,30,00,02,USD,1,01,02
0000104403,1000,10,01,01,USD,1,01,02
0000104404,1000,10,01,04,USD,1,01,02
0000104404,1000,20,00,01,USD,1,02,01
0000104405,1000,20,02,02,USD,1,02,01
0000104406,2000,20,00,03,USD,1,02,02
0000104407,2000,10,00,02,USD,1,02,01
0000104408,1000,10,00,04,USD,1,02,02
0000104408,1000,10,02,04,USD,1,02,01
0000104409,2000,30,00,01,USD,1,01,02
0000104409,1000,10,00,03,USD,1,01,02
0000104409,1000,10,00,04,USD,1,02,02
0000104410,3000,20,01,03,USD,1,01,01
0000104411,1000,30,02,02,USD,1,02,01
0000104412,1000,20,00,04,USD,1,02,02
0000104412,1000,10,02,02,USD,1,01,02
0000104412,2000,10,02,04,USD,1,01,01
0000104413,1000,10,01,03,USD,1,02,02
0000104414,3000,20,02,01,USD,1,01,01
0000104414,2000,20,02,01,USD,1,01,01
0000104415,3000,10,00,04,USD,1,02,02
0000104416,1000,30,02,02,USD,1,02,01
0000104417,1000,20,01,02,USD,1,01,01
0000104417,2000,10,00,01,USD,1,02,01
0000104418,2000,10,01,03,USD,1,01,02
0000104419,3000,30,02,01,USD,1,02,01
0000104420,1000,20,01,02,USD,1,02,02
0000104420,1000,30,00,03,USD,1,02,01
0000104421,1000,10,01,03,USD,1,02,02
0000104421,2000,10,00,02,USD,1,01,02
0000104422,1000,30,00,02,USD,1,01,01
0000104423,1000,20,01,02,USD,1,01,01
0000104423,1000,30,01,01,USD,1,02,01
0000104424,1000,10,02,01,USD,1,02,01
0000104425,2000,20,01,04,USD,1,02,02
0000104426,3000,10,00,01,USD,1,02,01
0000104427,1000,20,00,04,USD,1,01,02
0000104428,2000,10,01,01,USD,1,01,01
0000104429,1000,10,01,02,USD,1,01,02
0000104430,2000,30,00,02,USD,1,01,01
0000104431,3000,10,00,02,USD,1,01,02
0000104432,2000,20,00,01,USD,1,02,02
0000104433,1000,10,01,03,USD,1,01,02
0000104434,2000,10,00,04,USD,1,01,01
0000104435,1000,10,01,03,USD,1,02,01
0000104436,2000,10,01,01,USD,1,01,01
0000104436,1000,10,01,04,USD,1,02,02
0000104437,1000,30,00,01,USD,1,01,01
0000104438,1000,10,00,01,USD,1,01,02
0000104439,1000,10,01,02,USD,1,01,02
0000104440,1000,30,00,03,USD,1,01,02
0000104441,1000,30,02,02,USD,1,01,02
0000104441,3000,20,00,03,USD,1,01,01
0000104442,1000,30,00,02,USD,1,01,02
0000104443,2000,10,02,01,USD,1,02,01
0000104444,3000,10,00,01,USD,1,02,02
0000104444,1000,20,01,04,USD,1,01,01
0000104445,1000,10,01,01,USD,1,01,02
0000104446,1000,10,00,01,USD,1,02,02
0000104447,1000,20,01,04,USD,1,01,01
0000104447,2000,10,00,03,USD,1,02,02
0000104448,3000,10,00,01,USD,1,02,02
0000104449,2000,10,00,01,USD,1,01,01
0000104450,2000,10,01,04,USD,1,02,02
0000104451,3000,20,00,03,USD,1,02,01
0000104452,1000,30,00,02,USD,1,01,01
0000104453,3000,20,01,02,USD,1,02,01
0000104453,2000,10,00,01,USD,1,02,02
0000104454,3000,10,00,04,USD,1,02,02
0000104454,1000,30,00,04,USD,1,01,01
0000104454,1000,30,01,02,USD,1,01,01
0000104455,1000,10,02,02,USD,1,01,01
0000104455,2000,10,00,02,USD,1,02,01
0000104456,1000,10,02,03,USD,1,01,02
0000104457,2000,10,01,01,USD,1,02,01
0000104458,2000,10,00,01,USD,1,02,01
0000104458,1000,20,01,04,USD,1,02,01
0000104459,3000,30,01,03,USD,1,02,02
0000104460,2000,10,02,03,USD,1,02,02
0000104461,1000,10,02,01,USD,1,02,01
0000104461,1000,20,01,04,USD,1,02,01
0000104462,2000,20,00,01,USD,1,01,01
0000104463,1000,10,01,03,USD,1,02,01
0000104463,1000,30,01,02,USD,1,01,01
0000104463,3000,10,00,03,USD,1,02,01
0000104464,1000,30,01,03,USD,1,01,02
0000104465,1000,10,00,02,USD,1,01,01
0000104465,2000,10,00,03,USD,1,01,02
0000104466,1000,10,01,03,USD,1,02,01
0000104466,2000,10,02,02,USD,1,02,01
0000104466,2000,20,02,02,USD,1,02,01
0000104467,2000,20,00,04,USD,1,01,02
0000104467,2000,10,02,03,USD,1,02,01
0000104468,1000,10,00,01,USD,1,02,01
0000104468,2000,10,01,01,USD,1,01,01
0000104468,2000,30,02,02,USD,1,01,02
0000104469,1000,30,01,04,USD,1,01,01
0000104470,1000,10,00,02,USD,1,01,01
0000104471,1000,10,00,04,USD,1,01,01
0000104472,1000,20,01,03,USD,1,02,01
0000104473,1000,10,00,03,USD,1,02,02
0000104474,1000,20,00,01,USD,1,01,01
0000104474,2000,20,00,03,USD,1,01,01
0000104475,1000,20,01,02,USD,1,02,01
0000104476,2000,20,00,03,USD,1,01,02
0000104477,2000,20,01,04,USD,1,02,02
0000104478,2000,30,00,02,USD,1,02,02
0000104479,1000,30,02,01,USD,1,01,01
0000104480,1000,20,00,04,USD,1,02,02
0000104481,1000,30,01,01,USD,1,02,02
0000104482,1000,30,01,04,USD,1,01,02
0000104483,1000,10,01,02,USD,1,01,02
0000104484,2000,30,02,01,USD,1,02,02
0000104484,1000,10,02,03,USD,1,02,02
0000104485,1000,10,01,04,USD,1,02,01
0000104486,2000,20,02,04,USD,1,02,02
0000104487,2000,20,00,04,USD,1,01,02
0000104488,1000,30,02,01,USD,1,01,01
0000104489,1000,10,00,02,USD,1,02,01
0000104490,2000,10,00,02,USD,1,02,02
0000104490,1000,10,00,02,USD,1,01,01
0000104491,1000,10,01,03,USD,1,01,01
0000104492,2000,20,01,01,USD,1,01,02
0000104493,1000,20,00,01,USD,1,02,01
0000104494,1000,10,01,01,USD,1,02,02
0000104494,1000,20,02,03,USD,1,01,01
0000104495,1000,20,00,04,USD,1,02,01
0000104495,1000,20,01,01,USD,1,01,02
0000104496,2000,10,01,01,USD,1,01,02
0000104497,1000,10,01,01,USD,1,02,01
0000104498,1000,10,01,03,USD,1,02,01
0000104498,1000,10,00,01,USD,1,02,02
0000104499,2000,10,00,04,USD,1,02,02
0000104500,1000,10,02,03,USD,1,02,01
0000104501,3000,20,00,02,USD,1,01,02
0000104502,1000,10,00,04,USD,1,01,02
0000104503,2000,10,00,03,USD,1,02,01
0000104503,1000,20,02,01,USD,1,02,02
0000104503,2000,10,01,01,USD,1,02,02
0000104504,1000,20,01,04,USD,1,02,01
0000104505,1000,10,01,03,USD,1,02,01
0000104506,1000,10,00,02,USD,1,02,01
0000104506,1000,10,02,02,USD,1,02,02
0000104507,1000,10,02,01,USD,1,01,01
0000104507,2000,20,00,02,USD,1,01,02
0000104507,1000,20,00,03,USD,1,02,02
0000104508,2000,10,01,04,USD,1,02,02
0000104509,1000,10,01,04,USD,1,01,01
0000104510,1000,10,01,04,USD,1,01,01
0000104511,1000,20,02,04,USD,1,01,02
0000104512,2000,20,00,03,USD,1,01,01
0000104513,1000,10,00,01,USD,1,01,01
0000104514,2000,10,00,04,USD,1,01,01
0000104515,3000,10,00,04,USD,1,02,02
0000104516,1000,10,02,02,USD,1,01,01
0000104517,3000,10,00,04,USD,1,02,02
0000104518,1000,20,00,04,USD,1,02,01
0000104519,2000,10,00,01,USD,1,02,02
0000104520,1000,10,02,02,USD,1,01,01
0000104521,1000,10,00,02,USD,1,01,01
0000104521,1000,10,01,02,USD,1,02,02
0000104522,1000,30,00,03,USD,1,02,01
0000104523,1000,10,00,02,USD,1,01,01
0000104524,1000,20,00,04,USD,1,01,01
0000104525,3000,30,01,02,USD,1,01,01
0000104526,1000,10,02,02,USD,1,02,02
0000104527,2000,10,01,02,USD,1,01,01
0000104527,2000,30,02,01,USD,1,02,01
0000104528,1000,20,00,02,USD,1,02,02
0000104529,1000,10,00,01,USD,1,01,01
0000104529,2000,20,00,01,USD,1,01,01
0000104530,1000,10,00,02,USD,1,01,01
0000104531,3000,20,00,04,USD,1,01,01
0000104532,1000,10,00,03,USD,1,02,02
0000104533,2000,20,01,02,USD,1,01,01
0000104534,1000,30,00,02,USD,1,01,01
0000104535,3000,30,02,02,USD,1,02,02
0000104536,1000,20,00,01,USD,1,01,01
0000104537,2000,10,00,04,USD,1,02,01
0000104537,1000,10,00,01,USD,1,02,01
0000104538,1000,10,01,01,USD,1,01,02
0000104539,1000,10,01,02,USD,1,02,01
0000104539,2000,30,00,02,USD,1,01,01
0000104540,2000,20,02,03,USD,1,01,01
0000104541,2000,30,00,03,USD,1,01,02
0000104542,2000,20,00,02,USD,1,02,02
0000104542,2000,10,00,04,USD,1,02,02
0000104543,1000,20,00,01,USD,1,02,02
0000104544,2000,10,00,03,USD,1,01,01
0000104545,3000,10,00,04,USD,1,02,02
0000104546,1000,10,02,03,USD,1,01,01
0000104547,1000,10,02,02,USD,1,02,02
0000104548,1000,10,01,04,USD,1,01,01
0000104548,1000,10,00,01,USD,1,02,02
0000104549,2000,20,02,03,USD,1,01,02
0000104550,1000,10,00,01,USD,1,01,02
0000104551,2000,10,00,04,USD,1,01,02
0000104552,1000,30,01,04,USD,1,01,01
0000104552,2000,30,01,02,USD,1,02,02
0000104553,1000,10,01,04,USD,1,01,02
0000104553,1000,20,01,01,USD,1,01,02
0000104554,2000,10,00,02,USD,1,01,01
0000104555,2000,30,00,03,USD,1,02,01
0000104555,2000,10,01,04,USD,1,01,01
0000104556,1000,10,00,01,USD,1,02,01
0000104557,1000,20,01,02,USD,1,01,02
0000104558,2000,10,00,03,USD,1,02,02
0000104559,1000,30,00,01,USD,1,02,02
0000104560,1000,10,01,02,USD,1,02,02
0000104561,2000,20,00,02,USD,1,02,01
0000104562,2000,10,00,03,USD,1,02,02
0000104563,1000,10,00,01,USD,1,01,02
0000104564,1000,20,01,04,USD,1,01,02
0000104564,1000,20,00,02,USD,1,02,01
0000104564,1000,10,00,01,USD,1,01,01
0000104565,1000,10,00,03,USD,1,02,02
0000104566,3000,10,00,04,USD,1,01,01
0000104567,1000,20,00,03,USD,1,01,01
0000104568,1000,20,00,01,USD,1,01,02
0000104569,1000,20,02,04,USD,1,01,01
0000104569,2000,20,01,01,USD,1,01,01
0000104570,3000,10,00,03,USD,1,02,02
0000104571,2000,30,00,04,USD,1,01,01
0000104572,1000,10,01,01,USD,1,02,02
0000104573,1000,10,00,04,USD,1,02,02
0000104574,2000,20,00,01,USD,1,01,02
0000104574,1000,10,02,01,USD,1,02,01
0000104574,1000,10,00,04,USD,1,01,02
0000104575,1000,20,01,01,USD,1,01,01
0000104575,1000,10,02,01,USD,1,02,02
0000104575,3000,10,00,04,USD,1,02,01
0000104576,2000,10,02,04,USD,1,02,02
0000104576,1000,30,00,03,USD,1,02,01
0000104577,3000,10,00,04,USD,1,02,02
0000104578,2000,10,02,03,USD,1,01,02
0000104578,3000,10,02,01,USD,1,02,02
0000104579,1000,10,00,04,USD,1,02,02
0000104580,1000,10,01,01,USD,1,01,02
0000104580,1000,30,00,04,USD,1,01,01
0000104580,2000,30,02,04,USD,1,01,01
0000104581,1000,10,02,01,USD,1,02,02
0000104582,1000,10,00,04,USD,1,02,01
0000104583,1000,10,00,04,USD,1,01,01
0000104583,1000,10,01,04,USD,1,02,02
0000104584,1000,10,01,04,USD,1,01,01
0000104585,1000,20,01,01,USD,1,01,01
0000104586,1000,20,01,04,USD,1,02,01
0000104587,2000,10,02,03,USD,1,01,01
0000104588,1000,30,00,03,USD,1,01,02
0000104589,3000,10,00,04,USD,1,02,02
0000104590,2000,10,00,01,USD,1,01,01
0000104591,1000,30,00,04,USD,1,01,02
0000104591,2000,10,00,02,USD,1,02,01
0000104591,1000,10,00,01,USD,1,02,01
0000104592,1000,10,00,03,USD,1,01,02
0000104592,2000,10,01,03,USD,1,02,01
0000104593,2000,10,00,02,USD,1,01,01
0000104594,1000,10,02,02,USD,1,02,02
0000104595,3000,20,02,03,USD,1,01,01
0000104596,2000,10,02,03,USD,1,02,02
0000104596,2000,30,02,04,USD,1,01,02
0000104597,1000,10,02,02,USD,1,02,02
0000104597,1000,30,02,02,USD,1,02,02
0000104598,1000,30,00,02,USD,1,02,01
0000104599,1000,30,00,03,USD,1,01,01
0000104599,2000,20,02,04,USD,1,01,02
0000104599,3000,10,00,02,USD,1,02,02
0000104600,1000,20,01,04,USD,1,01,01
0000104601,2000,20,02,04,USD,1,01,01
0000104601,2000,20,02,04,USD,1,01,01
0000104601,1000,10,00,01,USD,1,02,01
0000104602,2000,20,01,04,USD,1,02,01
0000104603,2000,10,00,03,USD,1,02,02
0000104603,1000,20,00,01,USD,1,01,01
0000104604,1000,10,00,02,USD,1,02,02
0000104605,1000,30,01,04,USD,1,01,01
0000104606,1000,30,02,04,USD,1,02,02
0000104607,2000,10,00,02,USD,1,02,02
0000104608,2000,10,00,02,USD,1,02,02
0000104609,1000,10,01,04,USD,1,02,01
0000104609,1000,10,00,04,USD,1,02,01
0000104610,1000,20,01,04,USD,1,01,02
0000104610,1000,30,00,04,USD,1,01,02
0000104611,1000,20,00,04,USD,1,02,02
0000104611,2000,10,02,02,USD,1,02,02
0000104612,1000,10,02,01,USD,1,02,01
0000104612,1000,20,01,02,USD,1,02,02
0000104613,2000,20,00,03,USD,1,01,02
0000104613,1000,10,00,01,USD,1,02,01
0000104614,2000,20,00,01,USD,1,02,01
0000104614,1000,20,00,03,USD,1,01,01
0000104615,3000,20,01,03,USD,1,01,01
0000104616,1000,30,00,01,USD,1,01,01
0000104617,1000,10,01,03,USD,1,01,02
0000104618,1000,10,00,01,USD,1,02,02
0000104619,1000,10,02,03,USD,1,01,02
0000104620,1000,20,01,04,USD,1,01,02
0000104620,2000,10,01,04,USD,1,02,02
0000104620,1000,10,01,04,USD,1,02,02
0000104621,3000,30,01,02,USD,1,02,01
0000104622,3000,10,00,02,USD,1,02,01
0000104622,1000,10,02,04,USD,1,01,02
0000104623,1000,10,01,04,USD,1,01,02
0000104624,3000,20,00,02,USD,1,02,02
0000104625,1000,10,00,02,USD,1,01,02
0000104625,2000,10,00,04,USD,1,01,02
0000104625,1000,10,00,03,USD,1,01,02
0000104626,1000,30,01,02,USD,1,02,02
0000104627,1000,10,02,04,USD,1,02,01
0000104628,1000,10,00,01,USD,1,02,02
0000104629,1000,20,00,01,USD,1,02,01
0000104629,1000,10,00,01,USD,1,01,01
0000104629,2000,10,00,04,USD,1,01,02
0000104630,1000,10,00,03,USD,1,01,02
0000104631,2000,20,00,04,USD,1,01,02
0000104632,2000,10,02,02,USD,1,01,02
0000104633,2000,10,02,02,USD,1,01,01
0000104634,1000,10,00,02,USD,1,02,01
0000104635,2000,20,00,02,USD,1,02,02
0000104636,2000,10,00,02,USD,1,01,01
0000104637,1000,20,01,03,USD,1,01,02
0000104637,2000,30,00,02,USD,1,02,02
0000104638,1000,10,00,03,USD,1,02,01
0000104638,1000,20,01,03,USD,1,01,02
0000104638,1000,10,01,01,USD,1,01,01
0000104639,1000,10,01,04,USD,1,01,02
0000104640,2000,10,00,02,USD,1,02,02
0000104641,1000,30,00,01,USD,1,02,01
0000104642,1000,20,01,04,USD,1,01,01
0000104642,1000,10,00,01,USD,1,01,02
0000104643,1000,10,00,01,USD,1,02,01
0000104644,1000,20,01,04,USD,1,01,01
0000104645,1000,20,00,01,USD,1,01,02
0000104646,1000,20,01,04,USD,1,01,01
0000104647,2000,30,00,01,USD,1,02,02
0000104648,2000,20,00,03,USD,1,01,01
0000104649,1000,10,00,04,USD,1,02,02
0000104650,1000,10,02,01,USD,1,01,01
0000104651,3000,10,00,02,USD,1,02,02
0000104652,1000,30,02,03,USD,1,01,01
0000104652,1000,20,01,01,USD,1,01,02
0000104652,1000,30,00,02,USD,1,02,02
0000104653,1000,20,00,03,USD,1,02,01
0000104653,1000,20,02,01,USD,1,02,02
0000104654,2000,10,00,02,USD,1,01,02
0000104655,1000,30,01,03,USD,1,02,01
0000104656,3000,30,01,02,USD,1,01,01
0000104657,2000,30,00,04,USD,1,01,02
0000104658,1000,20,00,04,USD,1,02,01
0000104658,1000,20,00,04,USD,1,02,02
0000104659,2000,20,00,04,USD,1,02,01
0000104660,1000,10,02,03,USD,1,02,01
0000104661,2000,10,00,01,USD,1,02,01
0000104662,1000,10,01,01,USD,1,01,02
0000104663,2000,10,02,01,USD,1,02,02
0000104664,2000,10,01,04,USD,1,02,01
0000104664,2000,20,00,01,USD,1,01,02
0000104665,1000,20,00,01,USD,1,02,02
0000104666,1000,10,00,04,USD,1,02,02
0000104667,2000,30,02,02,USD,1,01,01
0000104668,1000,30,00,02,USD,1,02,02
0000104669,2000,10,01,02,USD,1,02,02
0000104670,1000,20,00,01,USD,1,01,02
0000104670,1000,10,00,04,USD,1,02,02
0000104671,1000,30,00,04,USD,1,02,01
0000104671,1000,10,00,04,USD,1,02,01
0000104671,3000,10,01,04,USD,1,02,01
0000104672,1000,30,01,01,USD,1,02,02
0000104673,1000,10,02,04,USD,1,02,02
0000104674,1000,10,00,01,USD,1,02,02
0000104674,2000,20,02,04,USD,1,01,01
0000104675,1000,20,00,02,USD,1,01,02
0000104676,2000,10,00,02,USD,1,02,02
0000104677,1000,10,00,02,USD,1,02,01
0000104678,2000,10,00,02,USD,1,01,01
0000104679,2000,20,00,02,USD,1,02,02
0000104680,2000,10,00,02,USD,1,02,01
0000104681,1000,20,01,02,USD,1,01,01
0000104682,2000,20,00,04,USD,1,02,01
0000104683,2000,20,01,01,USD,1,01,02
0000104684,2000,10,00,01,USD,1,02,01
0000104685,2000,20,01,03,USD,1,01,01
0000104686,1000,30,02,03,USD,1,01,02
0000104687,1000,10,02,01,USD,1,01,02
0000104688,2000,20,01,03,USD,1,02,02
0000104689,2000,20,00,03,USD,1,01,01
0000104690,1000,30,00,03,USD,1,02,02
0000104691,2000,10,01,02,USD,1,01,01
0000104691,3000,30,00,02,USD,1,02,01
0000104691,2000,10,01,03,USD,1,02,01
0000104692,1000,10,00,03,USD,1,01,02
0000104693,1000,20,00,01,USD,1,02,02
0000104694,1000,20,00,04,USD,1,02,02
0000104695,1000,10,00,02,USD,1,02,01
0000104696,1000,10,01,03,USD,1,02,02
0000104697,1000,10,01,02,USD,1,01,02
0000104698,1000,10,01,04,USD,1,01,02
0000104699,1000,20,00,01,USD,1,01,02
0000104700,1000,10,00,01,USD,1,02,01
0000104701,2000,10,02,02,USD,1,01,02
0000104702,1000,30,00,04,USD,1,02,01
0000104702,3000,10,00,04,USD,1,01,02
0000104702,1000,10,02,04,USD,1,02,02
0000104703,1000,20,00,03,USD,1,01,02
0000104704,1000,10,00,04,USD,1,02,01
0000104705,1000,10,01,02,USD,1,02,02
0000104706,2000,20,00,04,USD,1,02,02
0000104707,1000,20,01,04,USD,1,01,01
0000104708,1000,20,00,03,USD,1,02,02
0000104708,2000,20,02,02,USD,1,02,01
0000104708,3000,10,00,01,USD,1,01,02
0000104709,1000,20,02,02,USD,1,02,02
0000104710,2000,10,00,04,USD,1,01,02
0000104711,2000,20,00,02,USD,1,02,01
0000104712,1000,10,01,03,USD,1,02,02
0000104712,1000,10,00,04,USD,1,01,02
0000104712,3000,20,00,03,USD,1,01,01
0000104713,1000,30,00,01,USD,1,01,01
0000104714,2000,30,01,04,USD,1,01,01
0000104715,1000,10,01,02,USD,1,02,01
0000104715,2000,20,00,02,USD,1,01,01
0000104716,1000,10,02,04,USD,1,01,01
0000104717,2000,20,01,01,USD,1,02,01
0000104718,1000,20,01,04,USD,1,02,01
0000104718,2000,20,01,01,USD,1,01,01
0000104719,2000,20,00,01,USD,1,01,02
0000104719,2000,10,01,02,USD,1,02,01
0000104719,1000,20,01,04,USD,1,01,01
0000104720,3000,10,00,03,USD,1,02,01
0000104721,2000,10,01,03,USD,1,01,01
0000104722,1000,10,02,01,USD,1,02,01
0000104723,2000,10,01,01,USD,1,01,02
0000104723,1000,30,01,01,USD,1,02,02
0000104723,2000,20,00,03,USD,1,01,01
0000104724,1000,30,01,03,USD,1,01,02
0000104725,2000,10,01,02,USD,1,02,01
0000104726,1000,20,01,03,USD,1,01,02
0000104727,1000,20,00,03,USD,1,02,01
0000104727,2000,30,00,01,USD,1,01,01
0000104728,1000,20,01,03,USD,1,01,02
0000104729,3000,10,00,04,USD,1,01,02
0000104730,2000,10,01,02,USD,1,01,01
0000104731,1000,10,00,02,USD,1,02,02
0000104732,2000,10,00,02,USD,1,01,02
0000104732,2000,20,00,01,USD,1,01,01
0000104733,1000,30,02,03,USD,1,01,02
0000104733,1000,10,00,01,USD,1,01,01
0000104734,2000,20,02,03,USD,1,02,02
0000104735,1000,20,00,03,USD,1,02,01
0000104736,1000,10,01,03,USD,1,01,02
0000104737,2000,10,01,01,USD,1,01,01
0000104738,3000,30,00,02,USD,1,01,01
0000104739,1000,20,00,03,USD,1,02,01
0000104739,1000,10,00,01,USD,1,02,01
0000104740,1000,20,02,03,USD,1,01,02
0000104740,3000,10,02,01,USD,1,02,02
0000104741,3000,30,01,04,USD,1,01,01
0000104742,1000,10,01,02,USD,1,02,02
0000104743,2000,10,00,02,USD,1,02,02
0000104744,1000,20,01,03,USD,1,02,01
0000104744,2000,30,00,02,USD,1,01,01
0000104744,2000,20,00,01,USD,1,01,02
0000104745,1000,30,01,01,USD,1,02,02
0000104746,2000,10,02,01,USD,1,02,02
0000104746,1000,20,00,03,USD,1,02,02
0000104747,2000,10,00,01,USD,1,01,01
0000104748,2000,10,00,02,USD,1,02,01
0000104748,2000,10,00,03,USD,1,02,02
0000104749,1000,10,00,03,USD,1,02,01
0000104750,2000,30,00,02,USD,1,02,01
0000104751,1000,10,00,02,USD,1,01,02
0000104752,2000,20,01,04,USD,1,02,02
0000104752,1000,10,00,02,USD,1,01,02
0000104752,2000,20,00,04,USD,1,02,02
0000104753,1000,10,02,04,USD,1,02,02
0000104754,1000,10,00,01,USD,1,02,02
0000104755,1000,20,00,02,USD,1,02,02
0000104756,1000,20,02,01,USD,1,02,01
0000104757,3000,10,00,03,USD,1,02,02
0000104758,2000,10,00,02,USD,1,02,01
0000104759,2000,30,02,03,USD,1,01,01
0000104759,1000,10,00,04,USD,1,02,01
0000104760,1000,10,01,04,USD,1,02,02
0000104761,1000,30,02,03,USD,1,02,01
0000104761,2000,10,01,04,USD,1,02,02
0000104762,2000,30,00,02,USD,1,02,01
0000104763,2000,20,02,03,USD,1,01,01
0000104764,1000,20,02,03,USD,1,02,02
0000104765,1000,30,00,03,USD,1,01,01
0000104766,2000,20,00,02,USD,1,02,01
0000104766,1000,20,01,03,USD,1,02,01
0000104767,1000,10,00,01,USD,1,02,01
0000104768,1000,10,00,02,USD,1,01,01
0000104769,1000,10,00,04,USD,1,02,01
0000104770,1000,30,00,02,USD,1,02,02
0000104770,2000,10,01,02,USD,1,01,02
0000104771,1000,30,01,02,USD,1,01,02
0000104771,2000,30,02,01,USD,1,01,01
0000104772,2000,20,01,03,USD,1,01,02
0000104773,1000,30,00,01,USD,1,02,01
0000104773,1000,10,01,01,USD,1,01,02
0000104774,2000,10,02,02,USD,1,01,02
0000104775,1000,10,02,02,USD,1,01,02
0000104775,2000,10,01,02,USD,1,02,02
0000104776,1000,10,00,04,USD,1,02,02
0000104776,1000,10,00,01,USD,1,02,02
0000104776,1000,20,01,02,USD,1,02,01
0000104777,1000,10,00,01,USD,1,01,02
0000104778,2000,10,00,04,USD,1,01,02
0000104779,1000,20,00,02,USD,1,02,02
0000104779,1000,20,01,02,USD,1,02,02
0000104779,2000,10,01,04,USD,1,02,02
0000104780,2000,10,02,03,USD,1,01,02
0000104780,1000,30,00,01,USD,1,01,02
0000104781,1000,10,00,04,USD,1,01,02
0000104782,1000,10,00,02,USD,1,02,02
0000104782,1000,20,00,01,USD,1,01,01
0000104783,1000,30,00,03,USD,1,01,01
0000104783,2000,10,01,03,USD,1,01,01
0000104784,1000,10,00,03,USD,1,01,02
0000104784,1000,20,00,04,USD,1,01,02
0000104785,1000,20,00,01,USD,1,01,01
0000104786,2000,20,01,04,USD,1,02,01
0000104787,1000,30,00,03,USD,1,02,02
0000104788,1000,20,01,02,USD,1,01,01
0000104789,1000,30,01,02,USD,1,01,02
0000104790,2000,20,00,02,USD,1,02,01
0000104791,1000,10,01,04,USD,1,01,02
0000104792,1000,20,00,02,USD,1,02,01
0000104793,1000,30,02,02,USD,1,02,02
0000104793,1000,30,00,02,USD,1,02,01
0000104794,1000,10,02,01,USD,1,02,01
